Amplicon	Letter	Number	MT	WT	Ratio
EL_CUX1	A	1	0	0	0.0
EL_SRSF2	A	1	0	1	0.0
EL_TET2a	A	1	0	1	0.0
EL_TET2b	A	1	0	0	0.0
EL_TGFB3_c	A	1	0	0	0.0
EL_TGFB3_g	A	1	0	0	0.0
EL_CUX1	A	10	0	0	0.0
EL_SRSF2	A	10	0	0	0.0
EL_TET2a	A	10	2	0	0.9950248756218907
EL_TET2b	A	10	0	0	0.0
EL_TGFB3_c	A	10	0	0	0.0
EL_TGFB3_g	A	10	0	0	0.0
EL_CUX1	A	11	0	0	0.0
EL_SRSF2	A	11	0	0	0.0
EL_TET2a	A	11	2	0	0.9950248756218907
EL_TET2b	A	11	0	0	0.0
EL_TGFB3_c	A	11	0	0	0.0
EL_TGFB3_g	A	11	0	0	0.0
EL_CUX1	A	12	0	0	0.0
EL_SRSF2	A	12	0	30	0.0
EL_TET2a	A	12	3	39	0.07141156867412521
EL_TET2b	A	12	0	21	0.0
EL_TGFB3_c	A	12	0	0	0.0
EL_TGFB3_g	A	12	0	0	0.0
EL_CUX1	A	13	0	0	0.0
EL_SRSF2	A	13	1	1	0.49751243781094534
EL_TET2a	A	13	1	2	0.33222591362126247
EL_TET2b	A	13	4	0	0.9975062344139651
EL_TGFB3_c	A	13	0	0	0.0
EL_TGFB3_g	A	13	0	0	0.0
EL_CUX1	A	14	0	0	0.0
EL_SRSF2	A	14	0	0	0.0
EL_TET2a	A	14	2	2	0.49875311720698257
EL_TET2b	A	14	0	1	0.0
EL_TGFB3_c	A	14	0	0	0.0
EL_TGFB3_g	A	14	0	0	0.0
EL_CUX1	A	15	0	0	0.0
EL_SRSF2	A	15	0	0	0.0
EL_TET2a	A	15	1	0	0.9900990099009901
EL_TET2b	A	15	0	1	0.0
EL_TGFB3_c	A	15	0	0	0.0
EL_TGFB3_g	A	15	0	0	0.0
EL_CUX1	A	16	0	0	0.0
EL_SRSF2	A	16	6	0	0.9983361064891847
EL_TET2a	A	16	0	0	0.0
EL_TET2b	A	16	0	0	0.0
EL_TGFB3_c	A	16	0	0	0.0
EL_TGFB3_g	A	16	0	0	0.0
EL_CUX1	A	17	0	0	0.0
EL_SRSF2	A	17	0	0	0.0
EL_TET2a	A	17	23	6	0.7928300586004825
EL_TET2b	A	17	0	1	0.0
EL_TGFB3_c	A	17	0	0	0.0
EL_TGFB3_g	A	17	0	0	0.0
EL_CUX1	A	18	0	0	0.0
EL_SRSF2	A	18	1	0	0.9900990099009901
EL_TET2a	A	18	0	0	0.0
EL_TET2b	A	18	0	0	0.0
EL_TGFB3_c	A	18	0	0	0.0
EL_TGFB3_g	A	18	0	0	0.0
EL_CUX1	A	19	0	0	0.0
EL_SRSF2	A	19	1	0	0.9900990099009901
EL_TET2a	A	19	19	19	0.4998684556695607
EL_TET2b	A	19	1	0	0.9900990099009901
EL_TGFB3_c	A	19	0	0	0.0
EL_TGFB3_g	A	19	0	0	0.0
EL_CUX1	A	2	0	0	0.0
EL_SRSF2	A	2	22	0	0.999545661063153
EL_TET2a	A	2	0	0	0.0
EL_TET2b	A	2	0	2	0.0
EL_TGFB3_c	A	2	0	0	0.0
EL_TGFB3_g	A	2	0	0	0.0
EL_CUX1	A	20	0	0	0.0
EL_SRSF2	A	20	0	1	0.0
EL_TET2a	A	20	39	11	0.7798440311937613
EL_TET2b	A	20	0	0	0.0
EL_TGFB3_c	A	20	0	0	0.0
EL_TGFB3_g	A	20	16	0	0.9993753903810118
EL_CUX1	A	21	0	0	0.0
EL_SRSF2	A	21	0	0	0.0
EL_TET2a	A	21	10	2	0.8326394671107411
EL_TET2b	A	21	0	0	0.0
EL_TGFB3_c	A	21	0	0	0.0
EL_TGFB3_g	A	21	0	0	0.0
EL_CUX1	A	22	0	0	0.0
EL_SRSF2	A	22	1	1	0.49751243781094534
EL_TET2a	A	22	8	4	0.6661115736885929
EL_TET2b	A	22	0	0	0.0
EL_TGFB3_c	A	22	0	0	0.0
EL_TGFB3_g	A	22	0	0	0.0
EL_CUX1	A	23	0	0	0.0
EL_SRSF2	A	23	1	26	0.03702332469455757
EL_TET2a	A	23	0	0	0.0
EL_TET2b	A	23	0	1	0.0
EL_TGFB3_c	A	23	0	0	0.0
EL_TGFB3_g	A	23	0	0	0.0
EL_CUX1	A	24	0	0	0.0
EL_SRSF2	A	24	1	0	0.9900990099009901
EL_TET2a	A	24	2	1	0.6644518272425249
EL_TET2b	A	24	0	0	0.0
EL_TGFB3_c	A	24	0	0	0.0
EL_TGFB3_g	A	24	0	0	0.0
EL_CUX1	A	3	0	0	0.0
EL_SRSF2	A	3	3	2	0.5988023952095809
EL_TET2a	A	3	10	12	0.45433893684688775
