Amplicon	Letter	Number	MT	WT	Ratio
RN_TET2b_g	A	19	0	0	0.0
RN_RUNX1_c	A	2	1	8	0.11098779134295228
RN_RUNX1_g	A	2	1	241	0.004132060658650469
RN_SRSF2	A	2	0	18	0.0
RN_TET2a	A	2	5	157	0.030862292451083267
RN_TET2b_c	A	2	0	0	0.0
RN_TET2b_g	A	2	0	0	0.0
RN_RUNX1_c	A	20	0	15	0.0
RN_RUNX1_g	A	20	0	111	0.0
RN_SRSF2	A	20	0	66	0.0
RN_TET2a	A	20	2	1215	0.0016433718704036942
RN_TET2b_c	A	20	0	0	0.0
RN_TET2b_g	A	20	0	0	0.0
RN_RUNX1_c	A	21	0	520	0.0
RN_RUNX1_g	A	21	0	55	0.0
RN_SRSF2	A	21	0	45	0.0
RN_TET2a	A	21	0	51	0.0
RN_TET2b_c	A	21	0	0	0.0
RN_TET2b_g	A	21	0	0	0.0
RN_RUNX1_c	A	22	0	19	0.0
RN_RUNX1_g	A	22	0	136	0.0
RN_SRSF2	A	22	0	235	0.0
RN_TET2a	A	22	39	162	0.1940201980000995
RN_TET2b_c	A	22	0	0	0.0
RN_TET2b_g	A	22	0	0	0.0
RN_RUNX1_c	A	23	0	4	0.0
RN_RUNX1_g	A	23	3	142	0.020688228398041516
RN_SRSF2	A	23	0	256	0.0
RN_TET2a	A	23	7	59	0.10604453870625662
RN_TET2b_c	A	23	0	0	0.0
RN_TET2b_g	A	23	0	0	0.0
RN_RUNX1_c	A	24	0	14	0.0
RN_RUNX1_g	A	24	1	88	0.011234692731153802
RN_SRSF2	A	24	1	11	0.08326394671107411
RN_TET2a	A	24	2	112	0.01754232084904833
RN_TET2b_c	A	24	0	0	0.0
RN_TET2b_g	A	24	0	0	0.0
RN_RUNX1_c	A	3	0	17	0.0
RN_RUNX1_g	A	3	0	38	0.0
RN_SRSF2	A	3	0	187	0.0
RN_TET2a	A	3	0	439	0.0
RN_TET2b_c	A	3	0	0	0.0
RN_TET2b_g	A	3	1	0	0.9900990099009901
RN_RUNX1_c	A	4	0	312	0.0
RN_RUNX1_g	A	4	1	161	0.006172458490216653
RN_SRSF2	A	4	6	34	0.14996250937265684
RN_TET2a	A	4	0	80	0.0
RN_TET2b_c	A	4	0	0	0.0
RN_TET2b_g	A	4	0	0	0.0
RN_RUNX1_c	A	5	0	2	0.0
RN_RUNX1_g	A	5	0	33	0.0
RN_SRSF2	A	5	0	7	0.0
RN_TET2a	A	5	0	11	0.0
RN_TET2b_c	A	5	0	0	0.0
RN_TET2b_g	A	5	0	0	0.0
RN_RUNX1_c	A	6	0	54	0.0
RN_RUNX1_g	A	6	1	123	0.0080638658172728
RN_SRSF2	A	6	0	46	0.0
RN_TET2a	A	6	0	4095	0.0
RN_TET2b_c	A	6	0	0	0.0
RN_TET2b_g	A	6	0	0	0.0
RN_RUNX1_c	A	7	0	24	0.0
RN_RUNX1_g	A	7	0	52	0.0
RN_SRSF2	A	7	0	13	0.0
RN_TET2a	A	7	1	1990	0.0005022576481283369
RN_TET2b_c	A	7	0	0	0.0
RN_TET2b_g	A	7	0	0	0.0
RN_RUNX1_c	A	8	0	105	0.0
RN_RUNX1_g	A	8	0	1420	0.0
RN_SRSF2	A	8	0	38	0.0
RN_TET2a	A	8	10	210	0.04545247943275306
RN_TET2b_c	A	8	0	0	0.0
RN_TET2b_g	A	8	0	0	0.0
RN_RUNX1_c	A	9	0	62	0.0
RN_RUNX1_g	A	9	0	159	0.0
RN_SRSF2	A	9	1	42	0.023250406882120437
RN_TET2a	A	9	1	85	0.01162655505173817
RN_TET2b_c	A	9	0	0	0.0
RN_TET2b_g	A	9	0	0	0.0
RN_RUNX1_c	B	1	0	15	0.0
RN_RUNX1_g	B	1	1	29	0.033322225924691765
RN_SRSF2	B	1	1	7	0.12484394506866417
RN_TET2a	B	1	0	29	0.0
RN_TET2b_c	B	1	0	0	0.0
RN_TET2b_g	B	1	0	0	0.0
RN_RUNX1_c	B	10	0	8	0.0
RN_RUNX1_g	B	10	0	9	0.0
RN_SRSF2	B	10	0	5	0.0
RN_TET2a	B	10	1	0	0.9900990099009901
RN_TET2b_c	B	10	0	0	0.0
RN_TET2b_g	B	10	0	0	0.0
RN_RUNX1_c	B	11	0	141	0.0
RN_RUNX1_g	B	11	0	139	0.0
RN_SRSF2	B	11	3	93	0.03124674513071555
RN_TET2a	B	11	0	1	0.0
RN_TET2b_c	B	11	0	0	0.0
RN_TET2b_g	B	11	0	0	0.0
RN_RUNX1_c	B	12	0	279	0.0
RN_RUNX1_g	B	12	1	3945	0.00025342054378980287
RN_SRSF2	B	12	1	72	0.013696753869332967
RN_TET2a	B	12	8	124	0.06060146958563745
RN_TET2b_c	B	12	0	0	0.0
RN_TET2b_g	B	12	0	0	0.0
RN_RUNX1_c	B	13	2	339	0.005864930647195097
RN_RUNX1_g	B	13	0	222	0.0
RN_SRSF2	B	13	5	129	0.03731064845907022
RN_TET2a	B	13	4	5012	0.0007974465760634448
RN_TET2b_c	B	13	0	0	0.0
RN_TET2b_g	B	13	0	8	0.0
RN_RUNX1_c	B	14	0	2	0.0
RN_RUNX1_g	B	14	0	4	0.0
RN_SRSF2	B	14	1	18	0.052603892688058915
RN_TET2a	B	14	0	7	0.0
RN_TET2b_c	B	14	0	0	0.0
RN_TET2b_g	B	14	0	0	0.0
RN_RUNX1_c	B	15	0	5	0.0
RN_RUNX1_g	B	15	0	7	0.0
RN_SRSF2	B	15	1	5	0.1663893510815308
RN_TET2a	B	15	0	3	0.0
RN_TET2b_c	B	15	0	0	0.0
RN_TET2b_g	B	15	0	0	0.0
RN_RUNX1_c	B	16	0	146	0.0
RN_RUNX1_g	B	16	0	125	0.0
RN_SRSF2	B	16	7	27	0.20582181711261394
RN_TET2a	B	16	6	154	0.037497656396475225
RN_TET2b_c	B	16	0	0	0.0
RN_TET2b_g	B	16	0	0	0.0
RN_RUNX1_c	B	17	1	103	0.009614460148062685
RN_RUNX1_g	B	17	0	116	0.0
RN_SRSF2	B	17	2	45	0.04254413954477771
RN_TET2a	B	17	1	133	0.007462129691814044
RN_TET2b_c	B	17	0	0	0.0
RN_TET2b_g	B	17	0	0	0.0
RN_RUNX1_c	B	18	0	157	0.0
RN_RUNX1_g	B	18	0	126	0.0
RN_SRSF2	B	18	2	57	0.03389256058295204
RN_TET2a	B	18	8	132	0.05713877580172845
RN_TET2b_c	B	18	0	0	0.0
RN_TET2b_g	B	18	1	1	0.49751243781094534
RN_RUNX1_c	B	19	0	175	0.0
RN_RUNX1_g	B	19	2	205	0.009661369015989567
RN_SRSF2	B	19	2	132	0.014924259383628088
RN_TET2a	B	19	0	3330	0.0
RN_TET2b_c	B	19	0	0	0.0
RN_TET2b_g	B	19	1	1	0.49751243781094534
RN_RUNX1_c	B	2	0	43	0.0
RN_RUNX1_g	B	2	1	112	0.008848774444739404
RN_SRSF2	B	2	0	21	0.0
RN_TET2a	B	2	3	115	0.025421574442843826
RN_TET2b_c	B	2	0	0	0.0
RN_TET2b_g	B	2	0	0	0.0
RN_RUNX1_c	B	20	0	59	0.0
RN_RUNX1_g	B	20	0	126	0.0
RN_SRSF2	B	20	0	54	0.0
RN_TET2a	B	20	1	121	0.008196049504139005
RN_TET2b_c	B	20	0	0	0.0
RN_TET2b_g	B	20	0	1	0.0
RN_RUNX1_c	B	21	0	44	0.0
RN_RUNX1_g	B	21	0	70	0.0
RN_SRSF2	B	21	1	22	0.0434593654932638
RN_TET2a	B	21	2	51	0.03772873042822109
RN_TET2b_c	B	21	0	0	0.0
RN_TET2b_g	B	21	0	0	0.0
RN_RUNX1_c	B	22	0	55	0.0
RN_RUNX1_g	B	22	0	123	0.0
RN_SRSF2	B	22	0	33	0.0
RN_TET2a	B	22	33	111	0.2291507534199014
RN_TET2b_c	B	22	0	0	0.0
RN_TET2b_g	B	22	0	1	0.0
RN_RUNX1_c	B	23	0	20	0.0
RN_RUNX1_g	B	23	0	23	0.0
RN_SRSF2	B	23	0	22	0.0
RN_TET2a	B	23	5	34	0.1281722635221738
RN_TET2b_c	B	23	0	0	0.0
RN_TET2b_g	B	23	0	0	0.0
RN_RUNX1_c	B	24	0	426	0.0
RN_RUNX1_g	B	24	0	477	0.0
RN_SRSF2	B	24	0	65	0.0
RN_TET2a	B	24	1	82	0.012046741356463076
RN_TET2b_c	B	24	0	0	0.0
RN_TET2b_g	B	24	0	0	0.0
RN_RUNX1_c	B	3	0	16	0.0
RN_RUNX1_g	B	3	1	44	0.022217285047767165
RN_SRSF2	B	3	1	29	0.033322225924691765
RN_TET2a	B	3	1	65	0.015149219815179518
RN_TET2b_c	B	3	0	0	0.0
RN_TET2b_g	B	3	0	0	0.0
RN_RUNX1_c	B	4	1	168	0.00591680965623336
RN_RUNX1_g	B	4	0	157	0.0
RN_SRSF2	B	4	6	20	0.23068050749711647
RN_TET2a	B	4	7	92	0.0706999293000707
RN_TET2b_c	B	4	0	0	0.0
RN_TET2b_g	B	4	0	0	0.0
RN_RUNX1_c	B	5	0	0	0.0
RN_RUNX1_g	B	5	0	1	0.0
RN_SRSF2	B	5	1	19	0.04997501249375312
RN_TET2a	B	5	0	7	0.0
RN_TET2b_c	B	5	0	0	0.0
RN_TET2b_g	B	5	0	0	0.0
RN_RUNX1_c	B	6	5	130	0.03703429375601808
RN_RUNX1_g	B	6	0	127	0.0
RN_SRSF2	B	6	0	38	0.0
RN_TET2a	B	6	2	115	0.01709255619177848
RN_TET2b_c	B	6	0	0	0.0
RN_TET2b_g	B	6	0	0	0.0
RN_RUNX1_c	B	7	0	44	0.0
RN_RUNX1_g	B	7	0	42	0.0
RN_SRSF2	B	7	0	13	0.0
RN_TET2a	B	7	1	68	0.014490653528474133
RN_TET2b_c	B	7	0	0	0.0
RN_TET2b_g	B	7	0	0	0.0
RN_RUNX1_c	B	8	0	197	0.0
RN_RUNX1_g	B	8	1	163	0.006097189195780745
RN_SRSF2	B	8	0	38	0.0
RN_TET2a	B	8	0	149	0.0
RN_TET2b_c	B	8	0	0	0.0
RN_TET2b_g	B	8	0	0	0.0
RN_RUNX1_c	B	9	0	140	0.0
RN_RUNX1_g	B	9	0	162	0.0
RN_SRSF2	B	9	2	64	0.030298439630359036
RN_TET2a	B	9	1	45	0.021734405564007825
RN_TET2b_c	B	9	0	0	0.0
RN_TET2b_g	B	9	0	0	0.0
RN_RUNX1_c	C	1	0	13	0.0
RN_RUNX1_g	C	1	1	32	0.03029385034837928
RN_SRSF2	C	1	0	15	0.0
RN_TET2a	C	1	3	141	0.020831886674536493
RN_TET2b_c	C	1	0	0	0.0
RN_TET2b_g	C	1	0	0	0.0
RN_RUNX1_c	C	10	0	3	0.0
RN_RUNX1_g	C	10	0	8	0.0
RN_SRSF2	C	10	0	21	0.0
RN_TET2a	C	10	0	6	0.0
RN_TET2b_c	C	10	0	0	0.0
RN_TET2b_g	C	10	0	0	0.0
RN_RUNX1_c	C	11	1	7	0.12484394506866417
RN_RUNX1_g	C	11	0	9	0.0
RN_SRSF2	C	11	0	195	0.0
RN_TET2a	C	11	0	5	0.0
RN_TET2b_c	C	11	0	0	0.0
RN_TET2b_g	C	11	0	0	0.0
RN_RUNX1_c	C	12	1	190	0.005235327993298781
RN_RUNX1_g	C	12	0	340	0.0
RN_SRSF2	C	12	3	127	0.023075148065533423
RN_TET2a	C	12	0	136	0.0
RN_TET2b_c	C	12	0	0	0.0
RN_TET2b_g	C	12	0	0	0.0
RN_RUNX1_c	C	13	2	233	0.008510276158461342
RN_RUNX1_g	C	13	1	506	0.001972347685449991
RN_SRSF2	C	13	4	748	0.00531907820374729
RN_TET2a	C	13	5	317	0.015527468091053074
RN_TET2b_c	C	13	0	0	0.0
RN_TET2b_g	C	13	0	0	0.0
RN_RUNX1_c	C	14	0	6	0.0
RN_RUNX1_g	C	14	0	15	0.0
RN_SRSF2	C	14	1	23	0.04164931278633902
RN_TET2a	C	14	0	11	0.0
RN_TET2b_c	C	14	0	0	0.0
RN_TET2b_g	C	14	0	0	0.0
RN_RUNX1_c	C	15	0	1	0.0
RN_RUNX1_g	C	15	0	8	0.0
RN_SRSF2	C	15	0	11	0.0
RN_TET2a	C	15	0	19	0.0
RN_TET2b_c	C	15	0	0	0.0
RN_TET2b_g	C	15	0	0	0.0
RN_RUNX1_c	C	16	0	117	0.0
RN_RUNX1_g	C	16	1	177	0.005617661929105107
RN_SRSF2	C	16	5	52	0.08770391159445712
RN_TET2a	C	16	5	246	0.019919525118521176
RN_TET2b_c	C	16	0	0	0.0
RN_TET2b_g	C	16	0	0	0.0
RN_RUNX1_c	C	17	0	66	0.0
RN_RUNX1_g	C	17	0	126	0.0
RN_SRSF2	C	17	0	70	0.0
RN_TET2a	C	17	2	4305	0.00046435926547651384
RN_TET2b_c	C	17	0	0	0.0
RN_TET2b_g	C	17	0	0	0.0
RN_RUNX1_c	C	18	0	849	0.0
RN_RUNX1_g	C	18	2	1171	0.00170501530251234
RN_SRSF2	C	18	6	118	0.0483831949036368
RN_TET2a	C	18	4	2974	0.0013431788341879307
RN_TET2b_c	C	18	0	0	0.0
RN_TET2b_g	C	18	0	1	0.0
RN_RUNX1_c	C	19	0	138	0.0
RN_RUNX1_g	C	19	0	207	0.0
RN_SRSF2	C	19	1	85	0.01162655505173817
RN_TET2a	C	19	8	217	0.03555397537887205
RN_TET2b_c	C	19	0	0	0.0
RN_TET2b_g	C	19	0	0	0.0
RN_RUNX1_c	C	2	1	50	0.019603999215840034
RN_RUNX1_g	C	2	2	123	0.015998720102391808
RN_SRSF2	C	2	2	51	0.03772873042822109
RN_TET2a	C	2	16	348	0.04395483640559326
RN_TET2b_c	C	2	0	0	0.0
RN_TET2b_g	C	2	2	0	0.9950248756218907
RN_RUNX1_c	C	20	0	49	0.0
RN_RUNX1_g	C	20	0	132	0.0
RN_SRSF2	C	20	4	81	0.04705328784848841
RN_TET2a	C	20	2	6490	0.0003080709980422088
RN_TET2b_c	C	20	0	0	0.0
RN_TET2b_g	C	20	0	1	0.0
RN_RUNX1_c	C	21	0	29	0.0
RN_RUNX1_g	C	21	0	70	0.0
RN_SRSF2	C	21	0	31	0.0
RN_TET2a	C	21	2	72	0.02702337521956492
RN_TET2b_c	C	21	0	0	0.0
RN_TET2b_g	C	21	0	0	0.0
RN_RUNX1_c	C	22	0	31	0.0
RN_RUNX1_g	C	22	0	153	0.0
RN_SRSF2	C	22	3	857	0.003488331531028709
RN_TET2a	C	22	31	196	0.13655786088718558
RN_TET2b_c	C	22	0	0	0.0
RN_TET2b_g	C	22	0	0	0.0
RN_RUNX1_c	C	23	0	15	0.0
RN_RUNX1_g	C	23	7	28	0.19994287346472436
RN_SRSF2	C	23	2	378	0.005263019394226468
RN_TET2a	C	23	2	84	0.02325311010347634
RN_TET2b_c	C	23	0	0	0.0
RN_TET2b_g	C	23	0	0	0.0
RN_RUNX1_c	C	24	0	18	0.0
RN_RUNX1_g	C	24	0	99	0.0
RN_SRSF2	C	24	3	338	0.008797395970792645
RN_TET2a	C	24	6	133	0.04316236241996979
RN_TET2b_c	C	24	0	0	0.0
RN_TET2b_g	C	24	0	0	0.0
RN_RUNX1_c	C	3	0	12	0.0
RN_RUNX1_g	C	3	0	58	0.0
RN_SRSF2	C	3	0	41	0.0
RN_TET2a	C	3	0	3200	0.0
RN_TET2b_c	C	3	0	0	0.0
RN_TET2b_g	C	3	0	0	0.0
RN_RUNX1_c	C	4	0	123	0.0
RN_RUNX1_g	C	4	1	1012	0.0009871570863071442
RN_SRSF2	C	4	5	44	0.10201999591920016
RN_TET2a	C	4	8	91	0.0807999192000808
RN_TET2b_c	C	4	0	0	0.0
RN_TET2b_g	C	4	0	1	0.0
RN_RUNX1_c	C	5	0	12	0.0
RN_RUNX1_g	C	5	0	17	0.0
RN_SRSF2	C	5	2	26	0.07140307033202427
RN_TET2a	C	5	0	95	0.0
RN_TET2b_c	C	5	0	0	0.0
RN_TET2b_g	C	5	0	1	0.0
RN_RUNX1_c	C	6	0	84	0.0
RN_RUNX1_g	C	6	0	135	0.0
RN_SRSF2	C	6	0	65	0.0
RN_TET2a	C	6	3	197	0.014999250037498127
RN_TET2b_c	C	6	0	0	0.0
RN_TET2b_g	C	6	0	1	0.0
RN_RUNX1_c	C	7	0	33	0.0
RN_RUNX1_g	C	7	3	56	0.05083884087442807
RN_SRSF2	C	7	0	22	0.0
RN_TET2a	C	7	2	116	0.016947716295229218
RN_TET2b_c	C	7	0	0	0.0
RN_TET2b_g	C	7	0	0	0.0
RN_RUNX1_c	C	8	0	154	0.0
RN_RUNX1_g	C	8	0	174	0.0
RN_SRSF2	C	8	0	76	0.0
RN_TET2a	C	8	2	266	0.007462408119100034
RN_TET2b_c	C	8	0	0	0.0
RN_TET2b_g	C	8	0	0	0.0
RN_RUNX1_c	C	9	1	184	0.005405113237122318
RN_RUNX1_g	C	9	3	4468	0.0006709893290330372
RN_SRSF2	C	9	1	310	0.003215330696762162
RN_TET2a	C	9	7	141	0.047294101749881766
RN_TET2b_c	C	9	0	0	0.0
RN_TET2b_g	C	9	0	0	0.0
RN_RUNX1_c	D	1	0	14	0.0
RN_RUNX1_g	D	1	2	82	0.02380668967980002
RN_SRSF2	D	1	0	15	0.0
RN_TET2a	D	1	1	32	0.03029385034837928
RN_TET2b_c	D	1	0	0	0.0
RN_TET2b_g	D	1	0	0	0.0
RN_RUNX1_c	D	10	0	10	0.0
RN_RUNX1_g	D	10	0	6	0.0
RN_SRSF2	D	10	0	11	0.0
RN_TET2a	D	10	0	0	0.0
RN_TET2b_c	D	10	0	0	0.0
RN_TET2b_g	D	10	0	0	0.0
RN_RUNX1_c	D	11	2	8	0.1998001998001998
RN_RUNX1_g	D	11	0	98	0.0
RN_SRSF2	D	11	1	35	0.027770063871146906
RN_TET2a	D	11	0	5	0.0
RN_TET2b_c	D	11	0	0	0.0
RN_TET2b_g	D	11	0	0	0.0
RN_RUNX1_c	D	12	0	155	0.0
RN_RUNX1_g	D	12	1	5115	0.00019546482512739418
RN_SRSF2	D	12	1	429	0.002325527313318295
RN_TET2a	D	12	2	65	0.029846291598268914
RN_TET2b_c	D	12	0	0	0.0
RN_TET2b_g	D	12	0	0	0.0
RN_RUNX1_c	D	13	3	3672	0.0008163243093216073
RN_RUNX1_g	D	13	3	559	0.005337983309905518
RN_SRSF2	D	13	5	762	0.0065188198328574596
RN_TET2a	D	13	2	6162	0.0003244641069693268
RN_TET2b_c	D	13	0	0	0.0
RN_TET2b_g	D	13	0	0	0.0
RN_RUNX1_c	D	14	0	6	0.0
RN_RUNX1_g	D	14	0	2	0.0
RN_SRSF2	D	14	0	26	0.0
RN_TET2a	D	14	0	4	0.0
RN_TET2b_c	D	14	0	0	0.0
RN_TET2b_g	D	14	0	0	0.0
RN_RUNX1_c	D	15	0	1	0.0
RN_RUNX1_g	D	15	0	20	0.0
RN_SRSF2	D	15	0	9	0.0
RN_TET2a	D	15	1	23	0.04164931278633902
RN_TET2b_c	D	15	0	0	0.0
RN_TET2b_g	D	15	0	0	0.0
RN_RUNX1_c	D	16	0	108	0.0
RN_RUNX1_g	D	16	1	2722	0.0003672406638242239
RN_SRSF2	D	16	6	189	0.03076765294087483
RN_TET2a	D	16	0	1949	0.0
RN_TET2b_c	D	16	0	0	0.0
RN_TET2b_g	D	16	0	0	0.0
RN_RUNX1_c	D	17	1	118	0.008402655239055541
RN_RUNX1_g	D	17	2	233	0.008510276158461342
RN_SRSF2	D	17	1	64	0.015382248884786955
RN_TET2a	D	17	5	143	0.033781501249915545
RN_TET2b_c	D	17	0	0	0.0
RN_TET2b_g	D	17	0	1	0.0
RN_RUNX1_c	D	18	1	122	0.008129420372327452
RN_RUNX1_g	D	18	5	6149	0.0008124783677634583
RN_SRSF2	D	18	9	2360	0.003799055301581673
RN_TET2a	D	18	3	214	0.013824247730519332
RN_TET2b_c	D	18	0	0	0.0
RN_TET2b_g	D	18	0	1	0.0
RN_RUNX1_c	D	19	1	186	0.005347307630607989
RN_RUNX1_g	D	19	1	418	0.0023865778859693087
RN_SRSF2	D	19	8	81	0.08987754184923041
RN_TET2a	D	19	1	140	0.0070916956244238
RN_TET2b_c	D	19	0	0	0.0
RN_TET2b_g	D	19	0	6	0.0
RN_RUNX1_c	D	2	0	50	0.0
RN_RUNX1_g	D	2	0	263	0.0
RN_SRSF2	D	2	1	48	0.020403999183840033
RN_TET2a	D	2	3	111	0.02631348127357249
RN_TET2b_c	D	2	0	0	0.0
RN_TET2b_g	D	2	0	0	0.0
RN_RUNX1_c	D	20	4	51	0.07271405199054717
RN_RUNX1_g	D	20	1	269	0.0037035665345727937
RN_SRSF2	D	20	8	103	0.07206557967750653
RN_TET2a	D	20	7	155	0.043207209431516576
RN_TET2b_c	D	20	0	0	0.0
RN_TET2b_g	D	20	0	0	0.0
RN_RUNX1_c	D	21	0	21	0.0
RN_RUNX1_g	D	21	0	144	0.0
RN_SRSF2	D	21	1	27	0.035701535166012134
RN_TET2a	D	21	2	42	0.04544421722335833
RN_TET2b_c	D	21	0	0	0.0
RN_TET2b_g	D	21	0	0	0.0
RN_RUNX1_c	D	22	1	23	0.04164931278633902
RN_RUNX1_g	D	22	0	240	0.0
RN_SRSF2	D	22	1	36	0.027019724398811132
RN_TET2a	D	22	21	81	0.20586217037545337
RN_TET2b_c	D	22	0	0	0.0
RN_TET2b_g	D	22	0	0	0.0
RN_RUNX1_c	D	23	1	16	0.05878894767783656
RN_RUNX1_g	D	23	0	82	0.0
RN_SRSF2	D	23	2	28	0.06664445184938353
RN_TET2a	D	23	0	51	0.0
RN_TET2b_c	D	23	0	0	0.0
RN_TET2b_g	D	23	0	0	0.0
RN_RUNX1_c	D	24	0	21	0.0
RN_RUNX1_g	D	24	0	199	0.0
RN_SRSF2	D	24	0	27	0.0
RN_TET2a	D	24	2	66	0.02940744008234083
RN_TET2b_c	D	24	0	0	0.0
RN_TET2b_g	D	24	0	0	0.0
RN_RUNX1_c	D	3	0	16	0.0
RN_RUNX1_g	D	3	3	112	0.026084688287974958
RN_SRSF2	D	3	0	50	0.0
RN_TET2a	D	3	1	76	0.01298532658096351
RN_TET2b_c	D	3	0	0	0.0
RN_TET2b_g	D	3	0	0	0.0
RN_RUNX1_c	D	4	1	185	0.005376055050803721
RN_RUNX1_g	D	4	2	4542	0.00044013987645273665
RN_SRSF2	D	4	2	40	0.047607712449416806
RN_TET2a	D	4	1	54	0.018178512997636793
RN_TET2b_c	D	4	0	0	0.0
RN_TET2b_g	D	4	0	0	0.0
RN_RUNX1_c	D	5	0	1	0.0
RN_RUNX1_g	D	5	0	6	0.0
RN_SRSF2	D	5	3	22	0.11995201919232307
RN_TET2a	D	5	0	3	0.0
RN_TET2b_c	D	5	0	0	0.0
RN_TET2b_g	D	5	0	0	0.0
RN_RUNX1_c	D	6	1	147	0.0067563002499831095
RN_RUNX1_g	D	6	0	221	0.0
RN_SRSF2	D	6	3	72	0.03999466737768297
RN_TET2a	D	6	4	113	0.03418511238355696
RN_TET2b_c	D	6	0	0	0.0
RN_TET2b_g	D	6	0	1	0.0
RN_RUNX1_c	D	7	1	65	0.015149219815179518
RN_RUNX1_g	D	7	0	764	0.0
RN_SRSF2	D	7	2	33	0.057126535275635534
RN_TET2a	D	7	1	72	0.013696753869332967
RN_TET2b_c	D	7	0	0	0.0
RN_TET2b_g	D	7	0	0	0.0
RN_RUNX1_c	D	8	8	170	0.04494129543284085
RN_RUNX1_g	D	8	0	328	0.0
RN_SRSF2	D	8	1	71	0.013886960144424384
RN_TET2a	D	8	2	144	0.013697691938908295
RN_TET2b_c	D	8	0	0	0.0
RN_TET2b_g	D	8	0	0	0.0
RN_RUNX1_c	D	9	0	128	0.0
RN_RUNX1_g	D	9	1	4307	0.00023212573786968925
RN_SRSF2	D	9	3	86	0.033704078193461405
RN_TET2a	D	9	19	92	0.17115575173407802
RN_TET2b_c	D	9	0	0	0.0
RN_TET2b_g	D	9	0	0	0.0
RN_RUNX1_c	E	1	0	26	0.0
RN_RUNX1_g	E	1	3	51	0.05554526939455656
RN_SRSF2	E	1	0	5	0.0
RN_TET2a	E	1	10	25	0.2856326763781777
RN_TET2b_c	E	1	0	0	0.0
RN_TET2b_g	E	1	0	0	0.0
RN_RUNX1_c	E	10	0	11	0.0
RN_RUNX1_g	E	10	1	12	0.07686395080707148
RN_SRSF2	E	10	1	31	0.031240237425804437
RN_TET2a	E	10	0	1	0.0
RN_TET2b_c	E	10	0	0	0.0
RN_TET2b_g	E	10	0	0	0.0
RN_RUNX1_c	E	11	0	19	0.0
RN_RUNX1_g	E	11	0	11	0.0
RN_SRSF2	E	11	1	41	0.023803856224708403
RN_TET2a	E	11	0	2	0.0
RN_TET2b_c	E	11	0	0	0.0
