Reads	Reads	Total	Mut_freq
MT	WT		
355.0	142.0	497.0	0.7142857142857143
121.0	678.0	799.0	0.15143929912390489
9.0	3289.0	3298.0	0.0027289266221952697
17.0	1535.0	1552.0	0.01095360824742268
487.0	479.0	966.0	0.5041407867494824
49.0	53.0	102.0	0.4803921568627451
9.0	4118.0	4127.0	0.002180760843227526
16.0	1531.0	1547.0	0.010342598577892695
153.0	259.0	412.0	0.3713592233009709
304.0	1225.0	1529.0	0.1988227599738391
46.0	3477.0	3523.0	0.013057053647459552
61.0	1274.0	1335.0	0.045692883895131084
215.0	120.0	335.0	0.6417910447761194
374.0	904.0	1278.0	0.29264475743348983
15.0	3029.0	3044.0	0.00492772667542707
32.0	1332.0	1364.0	0.02346041055718475
202.0	210.0	412.0	0.49029126213592233
58.0	516.0	574.0	0.10104529616724739
115.0	1534.0	1649.0	0.06973923590054579
29.0	406.0	435.0	0.06666666666666667
96.0	159.0	255.0	0.3764705882352941
37.0	155.0	192.0	0.19270833333333334
68.0	1023.0	1091.0	0.06232813932172319
23.0	2216.0	2239.0	0.01027244305493524
353.0	409.0	762.0	0.463254593175853
178.0	67.0	245.0	0.726530612244898
9.0	1215.0	1224.0	0.007352941176470588
0.0	259.0	259.0	0.0
198.0	32.0	230.0	0.8608695652173913
209.0	34.0	243.0	0.8600823045267489
913.0	711.0	1624.0	0.562192118226601
8.0	135.0	143.0	0.055944055944055944
56.0	69.0	125.0	0.448
35.0	856.0	891.0	0.03928170594837262
62.0	2175.0	2237.0	0.027715690657130084
11.0	733.0	744.0	0.01478494623655914
102.0	140.0	242.0	0.4214876033057851
480.0	82.0	562.0	0.8540925266903915
16.0	2109.0	2125.0	0.0075294117647058826
5.0	1111.0	1116.0	0.004480286738351254
266.0	60.0	326.0	0.8159509202453987
81.0	378.0	459.0	0.17647058823529413
10.0	1029.0	1039.0	0.009624639076034648
18.0	595.0	613.0	0.02936378466557912
64.0	46.0	110.0	0.5818181818181818
484.0	34.0	518.0	0.9343629343629344
38.0	1489.0	1527.0	0.024885396201702686
3.0	781.0	784.0	0.003826530612244898
1087.0	135.0	1222.0	0.8895253682487725
80.0	234.0	314.0	0.25477707006369427
63.0	5451.0	5514.0	0.011425462459194777
4.0	1917.0	1921.0	0.002082248828735034
270.0	151.0	421.0	0.6413301662707839
852.0	209.0	1061.0	0.8030160226201697
7.0	2437.0	2444.0	0.0028641571194762683
1.0	1978.0	1979.0	0.0005053057099545225
388.0	208.0	596.0	0.6510067114093959
62.0	58.0	120.0	0.5166666666666667
16.0	3920.0	3936.0	0.0040650406504065045
0.0	1929.0	1929.0	0.0
378.0	373.0	751.0	0.5033288948069241
343.0	90.0	433.0	0.792147806004619
21.0	6120.0	6141.0	0.003419638495359062
11.0	343.0	354.0	0.031073446327683617
254.0	125.0	379.0	0.6701846965699209
1038.0	73.0	1111.0	0.9342934293429342
98.0	664.0	762.0	0.12860892388451445
10.0	335.0	345.0	0.028985507246376812
65.0	181.0	246.0	0.26422764227642276
28.0	90.0	118.0	0.23728813559322035
9.0	1181.0	1190.0	0.007563025210084034
1.0	1195.0	1196.0	0.0008361204013377926
224.0	418.0	642.0	0.34890965732087226
133.0	40.0	173.0	0.7687861271676301
38.0	1331.0	1369.0	0.027757487216946677
4.0	679.0	683.0	0.005856515373352855
58.0	146.0	204.0	0.28431372549019607
21.0	577.0	598.0	0.03511705685618729
58.0	3053.0	3111.0	0.01864352298296368
14.0	465.0	479.0	0.029227557411273485
65.0	83.0	148.0	0.4391891891891892
42.0	70.0	112.0	0.375
17.0	2526.0	2543.0	0.006685017695635077
2.0	1049.0	1051.0	0.0019029495718363464
94.0	108.0	202.0	0.46534653465346537
80.0	822.0	902.0	0.08869179600886919
100.0	4687.0	4787.0	0.020889910173386254
26.0	1141.0	1167.0	0.022279348757497857
95.0	172.0	267.0	0.35580524344569286
74.0	399.0	473.0	0.15644820295983086
30.0	4454.0	4484.0	0.006690454950936664
4.0	1298.0	1302.0	0.0030721966205837174
181.0	281.0	462.0	0.3917748917748918
248.0	462.0	710.0	0.3492957746478873
37.0	3336.0	3373.0	0.010969463385710051
2.0	1163.0	1165.0	0.0017167381974248926
154.0	139.0	293.0	0.5255972696245734
46.0	162.0	208.0	0.22115384615384615
61.0	5690.0	5751.0	0.010606850982437837
6.0	740.0	746.0	0.00804289544235925
222.0	240.0	462.0	0.4805194805194805
351.0	992.0	1343.0	0.26135517498138494
66.0	1065.0	1131.0	0.058355437665782495
17.0	240.0	257.0	0.06614785992217899
354.0	46.0	400.0	0.885
17.0	84.0	101.0	0.16831683168316833
34.0	1669.0	1703.0	0.01996476805637111
18.0	1210.0	1228.0	0.014657980456026058
50.0	264.0	314.0	0.1592356687898089
35.0	76.0	111.0	0.3153153153153153
63.0	750.0	813.0	0.07749077490774908
16.0	320.0	336.0	0.047619047619047616
52.0	80.0	132.0	0.3939393939393939
9.0	465.0	474.0	0.0189873417721519
25.0	849.0	874.0	0.028604118993135013
7.0	165.0	172.0	0.040697674418604654
183.0	77.0	260.0	0.7038461538461539
65.0	94.0	159.0	0.4088050314465409
51.0	428.0	479.0	0.10647181628392484
6.0	119.0	125.0	0.048
60.0	70.0	130.0	0.46153846153846156
24.0	113.0	137.0	0.17518248175182483
1332.0	1451.0	2783.0	0.4786201940352138
531.0	244.0	775.0	0.6851612903225807
334.0	361.0	695.0	0.4805755395683453
40.0	1564.0	1604.0	0.02493765586034913
35.0	8162.0	8197.0	0.004269854824935952
8.0	1078.0	1086.0	0.007366482504604052
1091.0	950.0	2041.0	0.5345418912297893
81.0	363.0	444.0	0.18243243243243243
17.0	1312.0	1329.0	0.012791572610985704
15.0	508.0	523.0	0.028680688336520075
174.0	49.0	223.0	0.7802690582959642
23.0	838.0	861.0	0.026713124274099883
169.0	2029.0	2198.0	0.07688808007279345
23.0	320.0	343.0	0.06705539358600583
116.0	158.0	274.0	0.4233576642335766
52.0	119.0	171.0	0.30409356725146197
52.0	1304.0	1356.0	0.038348082595870206
5.0	439.0	444.0	0.01126126126126126
119.0	132.0	251.0	0.47410358565737054
23.0	115.0	138.0	0.16666666666666666
66.0	7192.0	7258.0	0.009093414163681455
18.0	1509.0	1527.0	0.011787819253438114
878.0	958.0	1836.0	0.4782135076252723
61.0	201.0	262.0	0.23282442748091603
83.0	5194.0	5277.0	0.015728633693386392
17.0	920.0	937.0	0.01814300960512273
293.0	109.0	402.0	0.7288557213930348
597.0	195.0	792.0	0.7537878787878788
24.0	1094.0	1118.0	0.02146690518783542
12.0	255.0	267.0	0.0449438202247191
117.0	231.0	348.0	0.33620689655172414
30.0	119.0	149.0	0.20134228187919462
90.0	1588.0	1678.0	0.05363528009535161
11.0	245.0	256.0	0.04296875
256.0	86.0	342.0	0.7485380116959064
58.0	156.0	214.0	0.27102803738317754
2220.0	2401.0	4621.0	0.4804154944817139
193.0	230.0	423.0	0.4562647754137116
282.0	191.0	473.0	0.5961945031712473
21.0	172.0	193.0	0.10880829015544041
56.0	7067.0	7123.0	0.007861855959567598
22.0	424.0	446.0	0.04932735426008968
567.0	591.0	1158.0	0.4896373056994819
215.0	366.0	581.0	0.37005163511187605
153.0	1115.0	1268.0	0.12066246056782334
28.0	591.0	619.0	0.045234248788368334
93.0	151.0	244.0	0.38114754098360654
7.0	1482.0	1489.0	0.0047011417058428475
135.0	8881.0	9016.0	0.01497338065661047
19.0	519.0	538.0	0.03531598513011153
417.0	1459.0	1876.0	0.2222814498933902
16.0	95.0	111.0	0.14414414414414414
5.0	1660.0	1665.0	0.003003003003003003
6.0	240.0	246.0	0.024390243902439025
96.0	315.0	411.0	0.23357664233576642
70.0	40.0	110.0	0.6363636363636364
31.0	1907.0	1938.0	0.015995872033023734
5.0	711.0	716.0	0.006983240223463687
75.0	86.0	161.0	0.4658385093167702
27.0	816.0	843.0	0.03202846975088968
51.0	2175.0	2226.0	0.022911051212938006
15.0	800.0	815.0	0.018404907975460124
548.0	47.0	595.0	0.9210084033613445
51.0	75.0	126.0	0.40476190476190477
9.0	1514.0	1523.0	0.005909389363099146
4.0	349.0	353.0	0.0113314447592068
79.0	75.0	154.0	0.512987012987013
68.0	227.0	295.0	0.2305084745762712
133.0	4611.0	4744.0	0.028035413153457
37.0	434.0	471.0	0.07855626326963906
453.0	1008.0	1461.0	0.31006160164271046
43.0	113.0	156.0	0.27564102564102566
476.0	1146.0	1622.0	0.2934648581997534
12.0	317.0	329.0	0.0364741641337386
63.0	76.0	139.0	0.45323741007194246
18.0	89.0	107.0	0.16822429906542055
28.0	4144.0	4172.0	0.006711409395973154
9.0	1507.0	1516.0	0.005936675461741424
202.0	119.0	321.0	0.6292834890965732
1023.0	117.0	1140.0	0.8973684210526316
49.0	4290.0	4339.0	0.011292924637013136
13.0	1465.0	1478.0	0.008795669824086604
523.0	178.0	701.0	0.746077032810271
86.0	1178.0	1264.0	0.0680379746835443
14.0	3218.0	3232.0	0.004331683168316832
5.0	1377.0	1382.0	0.00361794500723589
114.0	111.0	225.0	0.5066666666666667
458.0	84.0	542.0	0.8450184501845018
76.0	998.0	1074.0	0.07076350093109869
22.0	267.0	289.0	0.07612456747404844
74.0	47.0	121.0	0.6115702479338843
39.0	114.0	153.0	0.2549019607843137
14.0	1045.0	1059.0	0.013220018885741265
20.0	1096.0	1116.0	0.017921146953405017
52.0	54.0	106.0	0.49056603773584906
37.0	66.0	103.0	0.3592233009708738
110.0	906.0	1016.0	0.10826771653543307
11.0	1837.0	1848.0	0.005952380952380952
70.0	83.0	153.0	0.45751633986928103
22.0	107.0	129.0	0.17054263565891473
49.0	866.0	915.0	0.053551912568306013
21.0	259.0	280.0	0.075
82.0	73.0	155.0	0.5290322580645161
26.0	82.0	108.0	0.24074074074074073
5.0	5877.0	5882.0	0.0008500510030601836
1.0	260.0	261.0	0.0038314176245210726
117.0	102.0	219.0	0.5342465753424658
451.0	35.0	486.0	0.9279835390946503
21.0	968.0	989.0	0.021233569261880688
3.0	635.0	638.0	0.004702194357366771
173.0	234.0	407.0	0.4250614250614251
34.0	75.0	109.0	0.3119266055045872
47.0	7486.0	7533.0	0.006239214124518784
25.0	356.0	381.0	0.06561679790026247
83.0	208.0	291.0	0.2852233676975945
192.0	64.0	256.0	0.75
12.0	1608.0	1620.0	0.007407407407407408
6.0	1217.0	1223.0	0.004905968928863451
105.0	143.0	248.0	0.42338709677419356
1055.0	316.0	1371.0	0.7695113056163384
142.0	4236.0	4378.0	0.03243490178163545
40.0	1852.0	1892.0	0.021141649048625793
244.0	402.0	646.0	0.37770897832817335
320.0	63.0	383.0	0.835509138381201
28.0	3019.0	3047.0	0.009189366590088613
8.0	427.0	435.0	0.01839080459770115
154.0	260.0	414.0	0.3719806763285024
82.0	993.0	1075.0	0.07627906976744186
43.0	4127.0	4170.0	0.010311750599520384
13.0	1129.0	1142.0	0.01138353765323993
278.0	174.0	452.0	0.6150442477876106
128.0	114.0	242.0	0.5289256198347108
50.0	2086.0	2136.0	0.023408239700374533
14.0	1021.0	1035.0	0.01352657004830918
188.0	63.0	251.0	0.749003984063745
135.0	104.0	239.0	0.5648535564853556
13.0	3106.0	3119.0	0.004168002564924655
11.0	352.0	363.0	0.030303030303030304
408.0	133.0	541.0	0.7541589648798521
72.0	49.0	121.0	0.5950413223140496
33.0	4111.0	4144.0	0.007963320463320463
12.0	1118.0	1130.0	0.010619469026548672
185.0	230.0	415.0	0.4457831325301205
677.0	75.0	752.0	0.9002659574468085
78.0	7983.0	8061.0	0.009676218831410495
29.0	1552.0	1581.0	0.018342820999367487
109.0	124.0	233.0	0.4678111587982833
64.0	355.0	419.0	0.15274463007159905
19.0	1268.0	1287.0	0.014763014763014764
14.0	278.0	292.0	0.04794520547945205
71.0	61.0	132.0	0.5378787878787878
67.0	48.0	115.0	0.5826086956521739
119.0	3317.0	3436.0	0.034633294528521534
18.0	782.0	800.0	0.0225
119.0	412.0	531.0	0.224105461393597
62.0	96.0	158.0	0.3924050632911392
60.0	1743.0	1803.0	0.033277870216306155
19.0	1227.0	1246.0	0.015248796147672551
245.0	188.0	433.0	0.5658198614318707
59.0	54.0	113.0	0.5221238938053098
2.0	267.0	269.0	0.007434944237918215
3.0	207.0	210.0	0.014285714285714285
111.0	35.0	146.0	0.7602739726027398
56.0	73.0	129.0	0.43410852713178294
2.0	465.0	467.0	0.004282655246252677
1.0	271.0	272.0	0.003676470588235294
62.0	101.0	163.0	0.3803680981595092
76.0	73.0	149.0	0.5100671140939598
45.0	456.0	501.0	0.08982035928143713
21.0	298.0	319.0	0.06583072100313479
197.0	63.0	260.0	0.7576923076923077
42.0	70.0	112.0	0.375
17.0	4674.0	4691.0	0.0036239607759539546
5.0	1189.0	1194.0	0.0041876046901172526
335.0	472.0	807.0	0.41511771995043373
33.0	184.0	217.0	0.15207373271889402
22.0	548.0	570.0	0.03859649122807018
6.0	1083.0	1089.0	0.005509641873278237
177.0	69.0	246.0	0.7195121951219512
41.0	98.0	139.0	0.2949640287769784
19.0	1563.0	1582.0	0.012010113780025285
7.0	1119.0	1126.0	0.006216696269982238
133.0	83.0	216.0	0.6157407407407407
1014.0	192.0	1206.0	0.8407960199004975
2.0	1715.0	1717.0	0.0011648223645894002
1.0	1479.0	1480.0	0.0006756756756756757
155.0	62.0	217.0	0.7142857142857143
356.0	603.0	959.0	0.37122002085505734
4.0	1701.0	1705.0	0.002346041055718475
8.0	1321.0	1329.0	0.006019563581640331
54.0	49.0	103.0	0.5242718446601942
47.0	174.0	221.0	0.21266968325791855
45.0	1406.0	1451.0	0.031013094417643005
17.0	1546.0	1563.0	0.010876519513755598
106.0	92.0	198.0	0.5353535353535354
23.0	1113.0	1136.0	0.020246478873239437
25.0	351.0	376.0	0.06648936170212766
6.0	232.0	238.0	0.025210084033613446
110.0	45.0	155.0	0.7096774193548387
50.0	79.0	129.0	0.3875968992248062
11.0	1089.0	1100.0	0.01
2.0	1840.0	1842.0	0.0010857763300760044
90.0	93.0	183.0	0.4918032786885246
57.0	59.0	116.0	0.49137931034482757
45.0	566.0	611.0	0.07364975450081833
6.0	621.0	627.0	0.009569377990430622
59.0	59.0	118.0	0.5
32.0	682.0	714.0	0.04481792717086835
20.0	864.0	884.0	0.02262443438914027
10.0	812.0	822.0	0.012165450121654502
92.0	36.0	128.0	0.71875
34.0	410.0	444.0	0.07657657657657657
28.0	2601.0	2629.0	0.010650437428680106
4.0	1899.0	1903.0	0.0021019442984760903
271.0	373.0	644.0	0.42080745341614906
79.0	109.0	188.0	0.42021276595744683
15.0	568.0	583.0	0.025728987993138937
8.0	151.0	159.0	0.050314465408805034
22.0	84.0	106.0	0.20754716981132076
25.0	87.0	112.0	0.22321428571428573
143.0	1402.0	1545.0	0.09255663430420712
25.0	418.0	443.0	0.056433408577878104
78.0	154.0	232.0	0.33620689655172414
53.0	91.0	144.0	0.3680555555555556
38.0	1676.0	1714.0	0.022170361726954493
2.0	584.0	586.0	0.0034129692832764505
90.0	82.0	172.0	0.5232558139534884
40.0	72.0	112.0	0.35714285714285715
59.0	3903.0	3962.0	0.014891468955073196
7.0	1265.0	1272.0	0.00550314465408805
543.0	255.0	798.0	0.6804511278195489
339.0	199.0	538.0	0.6301115241635687
75.0	9169.0	9244.0	0.008113370835136304
6.0	590.0	596.0	0.010067114093959731
881.0	238.0	1119.0	0.7873100983020554
85.0	151.0	236.0	0.3601694915254237
21.0	1333.0	1354.0	0.0155096011816839
3.0	922.0	925.0	0.003243243243243243
83.0	108.0	191.0	0.43455497382198954
646.0	355.0	1001.0	0.6453546453546454
17.0	1147.0	1164.0	0.014604810996563574
2.0	1233.0	1235.0	0.0016194331983805667
54.0	48.0	102.0	0.5294117647058824
66.0	76.0	142.0	0.4647887323943662
77.0	2755.0	2832.0	0.027189265536723163
32.0	1914.0	1946.0	0.01644398766700925
147.0	120.0	267.0	0.550561797752809
32.0	242.0	274.0	0.11678832116788321
28.0	2852.0	2880.0	0.009722222222222222
22.0	694.0	716.0	0.030726256983240222
191.0	219.0	410.0	0.4658536585365854
57.0	53.0	110.0	0.5181818181818182
113.0	6229.0	6342.0	0.017817723115736362
14.0	1009.0	1023.0	0.013685239491691105
567.0	621.0	1188.0	0.4772727272727273
29.0	108.0	137.0	0.2116788321167883
1.0	155.0	156.0	0.00641025641025641
4.0	300.0	304.0	0.013157894736842105
88.0	20.0	108.0	0.8148148148148148
12.0	206.0	218.0	0.05504587155963303
16.0	562.0	578.0	0.02768166089965398
3.0	205.0	208.0	0.014423076923076924
78.0	61.0	139.0	0.5611510791366906
70.0	43.0	113.0	0.6194690265486725
44.0	1255.0	1299.0	0.03387220939183987
9.0	1156.0	1165.0	0.007725321888412017
39.0	226.0	265.0	0.1471698113207547
1031.0	101.0	1132.0	0.9107773851590106
71.0	969.0	1040.0	0.06826923076923076
21.0	1187.0	1208.0	0.0173841059602649
73.0	46.0	119.0	0.6134453781512605
62.0	82.0	144.0	0.4305555555555556
23.0	1202.0	1225.0	0.018775510204081632
4.0	331.0	335.0	0.011940298507462687
89.0	84.0	173.0	0.5144508670520231
91.0	61.0	152.0	0.5986842105263158
19.0	1708.0	1727.0	0.011001737116386797
19.0	501.0	520.0	0.03653846153846154
113.0	24.0	137.0	0.8248175182481752
329.0	41.0	370.0	0.8891891891891892
155.0	1905.0	2060.0	0.07524271844660194
29.0	401.0	430.0	0.06744186046511629
74.0	114.0	188.0	0.39361702127659576
55.0	88.0	143.0	0.38461538461538464
75.0	7464.0	7539.0	0.009948269001193792
5.0	1487.0	1492.0	0.003351206434316354
588.0	1192.0	1780.0	0.3303370786516854
41.0	85.0	126.0	0.3253968253968254
75.0	5876.0	5951.0	0.012602923878339774
10.0	1142.0	1152.0	0.008680555555555556
438.0	433.0	871.0	0.5028702640642939
80.0	102.0	182.0	0.43956043956043955
95.0	4990.0	5085.0	0.018682399213372666
12.0	1643.0	1655.0	0.0072507552870090634
241.0	187.0	428.0	0.5630841121495327
120.0	97.0	217.0	0.5529953917050692
29.0	1036.0	1065.0	0.027230046948356807
2.0	371.0	373.0	0.005361930294906166
68.0	101.0	169.0	0.40236686390532544
55.0	50.0	105.0	0.5238095238095238
20.0	1125.0	1145.0	0.017467248908296942
6.0	392.0	398.0	0.01507537688442211
128.0	62.0	190.0	0.6736842105263158
94.0	66.0	160.0	0.5875
91.0	1301.0	1392.0	0.0653735632183908
26.0	272.0	298.0	0.087248322147651
84.0	138.0	222.0	0.3783783783783784
34.0	98.0	132.0	0.25757575757575757
50.0	6250.0	6300.0	0.007936507936507936
22.0	687.0	709.0	0.031029619181946404
453.0	298.0	751.0	0.6031957390146472
51.0	62.0	113.0	0.45132743362831856
2754.0	2251.0	5005.0	0.5502497502497502
93.0	949.0	1042.0	0.0892514395393474
327.0	206.0	533.0	0.6135084427767354
36.0	312.0	348.0	0.10344827586206896
81.0	1118.0	1199.0	0.06755629691409508
24.0	315.0	339.0	0.07079646017699115
80.0	105.0	185.0	0.43243243243243246
42.0	1765.0	1807.0	0.02324294410625346
49.0	431.0	480.0	0.10208333333333333
26.0	166.0	192.0	0.13541666666666666
319.0	123.0	442.0	0.7217194570135747
65.0	80.0	145.0	0.4482758620689655
88.0	1836.0	1924.0	0.04573804573804574
20.0	725.0	745.0	0.026845637583892617
218.0	203.0	421.0	0.517814726840855
284.0	207.0	491.0	0.5784114052953157
59.0	4142.0	4201.0	0.014044275172577957
20.0	701.0	721.0	0.027739251040221916
99.0	178.0	277.0	0.3574007220216607
74.0	123.0	197.0	0.3756345177664975
3420.0	1848.0	5268.0	0.6492027334851936
716.0	268.0	984.0	0.7276422764227642
313.0	123.0	436.0	0.7178899082568807
51.0	101.0	152.0	0.3355263157894737
65.0	2758.0	2823.0	0.023025150549061284
23.0	1413.0	1436.0	0.016016713091922007
802.0	249.0	1051.0	0.7630827783063748
20.0	287.0	307.0	0.06514657980456026
108.0	7379.0	7487.0	0.014425003339121143
24.0	2316.0	2340.0	0.010256410256410256
989.0	177.0	1166.0	0.8481989708404802
46.0	153.0	199.0	0.23115577889447236
1046.0	1152.0	2198.0	0.47588717015468607
32.0	373.0	405.0	0.07901234567901234
142.0	57.0	199.0	0.7135678391959799
81.0	764.0	845.0	0.09585798816568047
35.0	1258.0	1293.0	0.027068832173240527
8.0	817.0	825.0	0.009696969696969697
174.0	150.0	324.0	0.5370370370370371
21.0	339.0	360.0	0.058333333333333334
53.0	692.0	745.0	0.07114093959731543
14.0	291.0	305.0	0.04590163934426229
75.0	123.0	198.0	0.3787878787878788
81.0	389.0	470.0	0.1723404255319149
87.0	1652.0	1739.0	0.050028752156411734
39.0	199.0	238.0	0.1638655462184874
99.0	51.0	150.0	0.66
32.0	712.0	744.0	0.043010752688172046
46.0	958.0	1004.0	0.045816733067729085
20.0	449.0	469.0	0.042643923240938165
125.0	56.0	181.0	0.6906077348066298
42.0	88.0	130.0	0.3230769230769231
114.0	709.0	823.0	0.1385176184690158
34.0	427.0	461.0	0.0737527114967462
76.0	86.0	162.0	0.4691358024691358
17.0	148.0	165.0	0.10303030303030303
1146.0	1359.0	2505.0	0.45748502994011975
514.0	670.0	1184.0	0.4341216216216216
423.0	254.0	677.0	0.6248153618906942
27.0	426.0	453.0	0.059602649006622516
13.0	119.0	132.0	0.09848484848484848
3.0	109.0	112.0	0.026785714285714284
46.0	79.0	125.0	0.368
12.0	263.0	275.0	0.04363636363636364
22.0	626.0	648.0	0.033950617283950615
13.0	1328.0	1341.0	0.009694258016405667
92.0	50.0	142.0	0.647887323943662
637.0	656.0	1293.0	0.49265274555297756
50.0	1527.0	1577.0	0.03170577045022194
34.0	1521.0	1555.0	0.021864951768488745
323.0	169.0	492.0	0.6565040650406504
63.0	103.0	166.0	0.3795180722891566
33.0	3418.0	3451.0	0.009562445667922342
15.0	1215.0	1230.0	0.012195121951219513
142.0	194.0	336.0	0.4226190476190476
1839.0	70.0	1909.0	0.9633315872184389
62.0	1015.0	1077.0	0.057567316620241414
17.0	1193.0	1210.0	0.014049586776859505
82.0	80.0	162.0	0.5061728395061729
644.0	40.0	684.0	0.9415204678362573
33.0	776.0	809.0	0.0407911001236094
13.0	384.0	397.0	0.0327455919395466
175.0	59.0	234.0	0.7478632478632479
62.0	120.0	182.0	0.34065934065934067
58.0	1433.0	1491.0	0.038900067069081154
25.0	603.0	628.0	0.03980891719745223
170.0	137.0	307.0	0.5537459283387622
85.0	993.0	1078.0	0.07884972170686456
68.0	747.0	815.0	0.0834355828220859
23.0	1624.0	1647.0	0.013964784456587736
122.0	64.0	186.0	0.6559139784946236
124.0	136.0	260.0	0.47692307692307695
18.0	772.0	790.0	0.02278481012658228
14.0	648.0	662.0	0.021148036253776436
472.0	54.0	526.0	0.8973384030418251
500.0	76.0	576.0	0.8680555555555556
80.0	1064.0	1144.0	0.06993006993006994
38.0	407.0	445.0	0.0853932584269663
64.0	65.0	129.0	0.49612403100775193
59.0	93.0	152.0	0.3881578947368421
77.0	521.0	598.0	0.12876254180602006
24.0	407.0	431.0	0.05568445475638051
64.0	313.0	377.0	0.16976127320954906
49.0	112.0	161.0	0.30434782608695654
62.0	540.0	602.0	0.10299003322259136
22.0	334.0	356.0	0.06179775280898876
99.0	82.0	181.0	0.5469613259668509
53.0	75.0	128.0	0.4140625
8.0	157.0	165.0	0.048484848484848485
23.0	751.0	774.0	0.029715762273901807
172.0	17.0	189.0	0.91005291005291
47.0	85.0	132.0	0.3560606060606061
8.0	185.0	193.0	0.04145077720207254
21.0	275.0	296.0	0.07094594594594594
111.0	28.0	139.0	0.7985611510791367
19.0	82.0	101.0	0.18811881188118812
6.0	259.0	265.0	0.022641509433962263
1.0	169.0	170.0	0.0058823529411764705
4.0	166.0	170.0	0.023529411764705882
1.0	121.0	122.0	0.00819672131147541
4.0	337.0	341.0	0.011730205278592375
0.0	197.0	197.0	0.0
4.0	143.0	147.0	0.027210884353741496
6.0	103.0	109.0	0.05504587155963303
817.0	2357.0	3174.0	0.25740390674228103
1.0	201.0	202.0	0.0049504950495049506
55.0	182.0	237.0	0.2320675105485232
0.0	121.0	121.0	0.0
3.0	253.0	256.0	0.01171875
2.0	192.0	194.0	0.010309278350515464
0.0	231.0	231.0	0.0
0.0	188.0	188.0	0.0
11.0	4688.0	4699.0	0.0023409236007661204
1.0	961.0	962.0	0.0010395010395010396
5.0	613.0	618.0	0.008090614886731391
5.0	160.0	165.0	0.030303030303030304
5.0	228.0	233.0	0.02145922746781116
2.0	2237.0	2239.0	0.0008932559178204555
9.0	1705.0	1714.0	0.005250875145857643
2.0	148.0	150.0	0.013333333333333334
9.0	234.0	243.0	0.037037037037037035
1.0	166.0	167.0	0.005988023952095809
13.0	549.0	562.0	0.023131672597864767
8.0	127.0	135.0	0.05925925925925926
12.0	483.0	495.0	0.024242424242424242
0.0	280.0	280.0	0.0
3.0	249.0	252.0	0.011904761904761904
8.0	130.0	138.0	0.057971014492753624
8.0	806.0	814.0	0.009828009828009828
1.0	292.0	293.0	0.0034129692832764505
15.0	5447.0	5462.0	0.0027462467960454044
10.0	133.0	143.0	0.06993006993006994
5.0	140.0	145.0	0.034482758620689655
1.0	2836.0	2837.0	0.00035248501938667606
1.0	105.0	106.0	0.009433962264150943
20.0	117.0	137.0	0.145985401459854
61.0	232.0	293.0	0.20819112627986347
9.0	3520.0	3529.0	0.0025502975347123833
3.0	871.0	874.0	0.003432494279176201
9.0	490.0	499.0	0.018036072144288578
1.0	174.0	175.0	0.005714285714285714
24.0	199.0	223.0	0.10762331838565023
4.0	123.0	127.0	0.031496062992125984
15.0	194.0	209.0	0.07177033492822966
2.0	343.0	345.0	0.005797101449275362
2.0	163.0	165.0	0.012121212121212121
4.0	237.0	241.0	0.016597510373443983
6.0	3264.0	3270.0	0.001834862385321101
3.0	9373.0	9376.0	0.0003199658703071672
0.0	185.0	185.0	0.0
5.0	406.0	411.0	0.012165450121654502
1.0	227.0	228.0	0.0043859649122807015
11.0	348.0	359.0	0.03064066852367688
1.0	143.0	144.0	0.006944444444444444
4.0	220.0	224.0	0.017857142857142856
6.0	309.0	315.0	0.01904761904761905
7.0	315.0	322.0	0.021739130434782608
1.0	164.0	165.0	0.006060606060606061
2.0	451.0	453.0	0.004415011037527594
2.0	2654.0	2656.0	0.0007530120481927711
0.0	532.0	532.0	0.0
0.0	950.0	950.0	0.0
0.0	153.0	153.0	0.0
22.0	1735.0	1757.0	0.012521343198634035
0.0	375.0	375.0	0.0
2.0	129.0	131.0	0.015267175572519083
7.0	351.0	358.0	0.019553072625698324
2.0	291.0	293.0	0.006825938566552901
1.0	292.0	293.0	0.0034129692832764505
1.0	237.0	238.0	0.004201680672268907
20.0	4201.0	4221.0	0.004738213693437574
3.0	340.0	343.0	0.008746355685131196
2.0	273.0	275.0	0.007272727272727273
2.0	163.0	165.0	0.012121212121212121
25.0	1328.0	1353.0	0.018477457501847747
1.0	4415.0	4416.0	0.00022644927536231884
2.0	703.0	705.0	0.0028368794326241137
2.0	209.0	211.0	0.009478672985781991
3.0	812.0	815.0	0.0036809815950920245
2.0	2678.0	2680.0	0.0007462686567164179
2.0	776.0	778.0	0.002570694087403599
0.0	205.0	205.0	0.0
2.0	743.0	745.0	0.0026845637583892616
20.0	1965.0	1985.0	0.010075566750629723
1.0	174.0	175.0	0.005714285714285714
0.0	164.0	164.0	0.0
4.0	1046.0	1050.0	0.0038095238095238095
45.0	3197.0	3242.0	0.013880320789636027
88.0	321.0	409.0	0.21515892420537897
8.0	1110.0	1118.0	0.007155635062611807
4.0	280.0	284.0	0.014084507042253521
29.0	399.0	428.0	0.06775700934579439
2.0	168.0	170.0	0.011764705882352941
7.0	1091.0	1098.0	0.006375227686703097
12.0	165.0	177.0	0.06779661016949153
20.0	3479.0	3499.0	0.005715918833952558
0.0	245.0	245.0	0.0
