Amplicon	Letter	Number	MT	WT	Ratio
GR_TET2a	I	20	2	3	0.3992015968063872
GR_TET2b	I	20	87	101	0.4627413435455561
GR_TET2a	I	21	2	2	0.49875311720698257
GR_TET2b	I	21	79	98	0.4463024687870742
GR_TET2a	I	22	2	38	0.04998750312421895
GR_TET2b	I	22	297	356	0.4548169247025314
GR_TET2a	I	23	2	2	0.49875311720698257
GR_TET2b	I	23	387	292	0.5699474234547356
GR_TET2a	I	24	4	7	0.36330608537693004
GR_TET2b	I	24	637	529	0.5463074930746734
GR_TET2a	I	3	0	1	0.0
GR_TET2b	I	3	33	51	0.39281037971670035
GR_TET2a	I	4	1	2	0.33222591362126247
GR_TET2b	I	4	49	137	0.2634266974893823
GR_TET2a	I	5	1	1	0.49751243781094534
GR_TET2b	I	5	9	34	0.20925366193908396
GR_TET2a	I	6	0	4	0.0
GR_TET2b	I	6	197	100	0.663277330729605
GR_TET2a	I	7	1	1	0.49751243781094534
GR_TET2b	I	7	20	17	0.5403944879762227
GR_TET2a	I	8	3	14	0.1763668430335097
GR_TET2b	I	8	304	431	0.41359981496850384
GR_TET2a	I	9	0	3	0.0
GR_TET2b	I	9	60	89	0.40265753976243207
GR_TET2a	J	1	0	2	0.0
GR_TET2b	J	1	9	9	0.49972237645752354
GR_TET2a	J	10	0	0	0.0
GR_TET2b	J	10	15	8	0.651890482398957
GR_TET2a	J	11	0	0	0.0
GR_TET2b	J	11	448	12	0.9738918719158279
GR_TET2a	J	12	2	4	0.3327787021630616
GR_TET2b	J	12	124	27	0.821137673001788
GR_TET2a	J	13	4	6	0.3996003996003996
GR_TET2b	J	13	466	469	0.49839039154661446
GR_TET2a	J	14	0	0	0.0
GR_TET2b	J	14	14	18	0.43736332396126215
GR_TET2a	J	15	10	74	0.11903344839900011
GR_TET2b	J	15	947	961	0.4963286355941531
GR_TET2a	J	16	0	61	0.0
GR_TET2b	J	16	14	82	0.14581814394333922
GR_TET2a	J	17	0	0	0.0
GR_TET2b	J	17	54	84	0.3912759944931527
GR_TET2a	J	18	1	2	0.33222591362126247
GR_TET2b	J	18	38	83	0.3140236344103793
GR_TET2a	J	19	1	19	0.04997501249375312
GR_TET2b	J	19	152	129	0.5409060175794456
GR_TET2a	J	2	0	3	0.0
GR_TET2b	J	2	24	8	0.7497656982193065
GR_TET2a	J	20	0	2	0.0
GR_TET2b	J	20	58	68	0.4602809300849139
GR_TET2a	J	21	0	1	0.0
GR_TET2b	J	21	53	66	0.4453407276699437
GR_TET2a	J	22	3	24	0.11106997408367271
GR_TET2b	J	22	198	4234	0.044674989451738596
GR_TET2a	J	23	2	4	0.3327787021630616
GR_TET2b	J	23	274	163	0.6269879407793872
GR_TET2a	J	24	3	4	0.42796005706134094
GR_TET2b	J	24	431	349	0.5525570184997628
GR_TET2a	J	3	0	1	0.0
GR_TET2b	J	3	12	52	0.18747070770192156
GR_TET2a	J	4	0	1	0.0
GR_TET2b	J	4	51	93	0.35414207346712034
GR_TET2a	J	5	0	0	0.0
GR_TET2b	J	5	8	26	0.23522493384298737
GR_TET2a	J	6	2	2	0.49875311720698257
GR_TET2b	J	6	3349	473	0.8762405121912292
GR_TET2a	J	7	0	1	0.0
GR_TET2b	J	7	12	6	0.6662965019433648
GR_TET2a	J	8	0	34	0.0
GR_TET2b	J	8	204	283	0.41888256914642413
GR_TET2a	J	9	0	6	0.0
GR_TET2b	J	9	46	76	0.3770182771903942
GR_TET2a	K	1	0	1	0.0
GR_TET2b	K	1	4	9	0.3074558032282859
GR_TET2a	K	10	0	0	0.0
GR_TET2b	K	10	3	13	0.1873828856964397
GR_TET2a	K	11	0	0	0.0
GR_TET2b	K	11	5	2	0.7132667617689016
GR_TET2a	K	12	1	0	0.9900990099009901
GR_TET2b	K	12	37	44	0.45673373657573135
GR_TET2a	K	13	1	4	0.1996007984031936
GR_TET2b	K	13	180	415	0.3025159241021159
GR_TET2a	K	14	0	0	0.0
GR_TET2b	K	14	1	1784	0.0005602209511431309
GR_TET2a	K	15	0	0	0.0
GR_TET2b	K	15	6	12	0.3331482509716824
GR_TET2a	K	16	0	1	0.0
GR_TET2b	K	16	7	22	0.24129610479145122
GR_TET2a	K	17	0	2	0.0
GR_TET2b	K	17	10	79	0.11234692731153802
GR_TET2a	K	18	0	0	0.0
GR_TET2b	K	18	7	78	0.08234325373485472
GR_TET2a	K	19	0	2	0.0
GR_TET2b	K	19	61	71	0.4620862055904856
GR_TET2a	K	2	0	1	0.0
GR_TET2b	K	2	3	19	0.13630168105406631
GR_TET2a	K	20	0	0	0.0
GR_TET2b	K	20	35	54	0.3932142455903831
GR_TET2a	K	21	1	0	0.9900990099009901
GR_TET2b	K	21	33	100	0.24810164649274494
GR_TET2a	K	22	0	12	0.0
GR_TET2b	K	22	111	164	0.4036216864841279
GR_TET2a	K	23	1	11	0.08326394671107411
GR_TET2b	K	23	114	170	0.4013943171015105
GR_TET2a	K	24	2	2	0.49875311720698257
GR_TET2b	K	24	185	273	0.40392131176175194
GR_TET2a	K	3	0	1	0.0
GR_TET2b	K	3	4	48	0.07690828686791001
GR_TET2a	K	4	0	0	0.0
GR_TET2b	K	4	9	76	0.10586989765909892
GR_TET2a	K	5	0	4	0.0
GR_TET2b	K	5	2	30	0.062480474851608875
GR_TET2a	K	6	1	281	0.003545973547037339
GR_TET2b	K	6	2480	73	0.9714023838527854
GR_TET2a	K	7	1	3	0.24937655860349128
GR_TET2b	K	7	1	14	0.06662225183211193
GR_TET2a	K	8	0	1	0.0
GR_TET2b	K	8	72	238	0.23225057256217543
GR_TET2a	K	9	0	0	0.0
GR_TET2b	K	9	17	96	0.15042916556056984
GR_TET2a	L	1	0	1	0.0
GR_TET2b	L	1	13	12	0.5197920831667333
GR_TET2a	L	10	0	0	0.0
GR_TET2b	L	10	8	25	0.24235080278703425
GR_TET2a	L	11	0	0	0.0
GR_TET2b	L	11	5	1	0.831946755407654
GR_TET2a	L	12	0	38	0.0
GR_TET2b	L	12	73	62	0.5407006888378639
GR_TET2a	L	13	4	5	0.4439511653718091
GR_TET2b	L	13	371	490	0.43088930442155143
GR_TET2a	L	14	0	4	0.0
GR_TET2b	L	14	17	33	0.33993201359728054
GR_TET2a	L	15	0	0	0.0
GR_TET2b	L	15	9	24	0.27264465313541353
GR_TET2a	L	16	10	0	0.999000999000999
GR_TET2b	L	16	14	48	0.22577003709079183
GR_TET2a	L	17	0	1	0.0
GR_TET2b	L	17	21	102	0.1707178278188765
GR_TET2a	L	18	0	0	0.0
GR_TET2b	L	18	29	92	0.23964961573423682
GR_TET2a	L	19	0	0	0.0
GR_TET2b	L	19	113	170	0.39927917741422564
GR_TET2a	L	2	0	3	0.0
GR_TET2b	L	2	23	22	0.5109975560986447
GR_TET2a	L	20	0	0	0.0
GR_TET2b	L	20	54	70	0.4354487541327312
GR_TET2a	L	21	0	0	0.0
GR_TET2b	L	21	49	78	0.3857963939847256
GR_TET2a	L	22	0	15	0.0
GR_TET2b	L	22	18214	3076	0.855518621174908
GR_TET2a	L	23	1	4	0.1996007984031936
GR_TET2b	L	23	258	247	0.5108809726540069
GR_TET2a	L	24	1	3	0.24937655860349128
GR_TET2b	L	24	341	379	0.4736045332703713
GR_TET2a	L	3	1	0	0.9900990099009901
GR_TET2b	L	3	17	5910	0.002868225294035272
GR_TET2a	L	4	0	0	0.0
GR_TET2b	L	4	16	66	0.19509815876112668
GR_TET2a	L	5	0	0	0.0
GR_TET2b	L	5	1	25	0.03844675124951941
GR_TET2a	L	6	1	0	0.9900990099009901
GR_TET2b	L	6	120	52	0.6976338584965991
GR_TET2a	L	7	0	0	0.0
GR_TET2b	L	7	20	12	0.6248047485160888
GR_TET2a	L	8	1	0	0.9900990099009901
GR_TET2b	L	8	2299	13179	0.14853330628420577
GR_TET2a	L	9	0	0	0.0
GR_TET2b	L	9	1187	4369	0.2136425240415334
GR_TET2a	M	1	0	1	0.0
GR_TET2b	M	1	27	26	0.5093378607809848
GR_TET2a	M	10	2	0	0.9950248756218907
GR_TET2b	M	10	1374	27	0.9807210512416042
GR_TET2a	M	11	0	0	0.0
GR_TET2b	M	11	12	11	0.5215123859191656
GR_TET2a	M	12	0	5	0.0
GR_TET2b	M	12	193	93	0.6748015803643229
GR_TET2a	M	13	816	1926	0.29759191250214256
GR_TET2b	M	13	14705	16497	0.47128374101540255
GR_TET2a	M	14	1	92	0.010751532093323298
GR_TET2b	M	14	1425	39	0.97335400714476
GR_TET2a	M	15	0	1	0.0
GR_TET2b	M	15	32	48	0.39995000624921884
