Amplicon	Letter	Number	MT	WT	Ratio
RN_RUNX1_c	A	1	0	5	0.0
RN_RUNX1_g	A	1	0	24	0.0
RN_SRSF2	A	1	0	1	0.0
RN_TET2a	A	1	1	14	0.06662225183211193
RN_TET2b_c	A	1	0	0	0.0
RN_TET2b_g	A	1	0	0	0.0
RN_RUNX1_c	A	10	0	1	0.0
RN_RUNX1_g	A	10	0	4	0.0
RN_SRSF2	A	10	0	7	0.0
RN_TET2a	A	10	0	1	0.0
RN_TET2b_c	A	10	0	0	0.0
RN_TET2b_g	A	10	0	0	0.0
RN_RUNX1_c	A	11	0	1	0.0
RN_RUNX1_g	A	11	0	3	0.0
RN_SRSF2	A	11	3	11	0.21413276231263384
RN_TET2a	A	11	0	1	0.0
RN_TET2b_c	A	11	0	0	0.0
RN_TET2b_g	A	11	0	0	0.0
RN_RUNX1_c	A	12	0	53	0.0
RN_RUNX1_g	A	12	0	569	0.0
RN_SRSF2	A	12	2	64	0.030298439630359036
RN_TET2a	A	12	1	60	0.0163907556138338
RN_TET2b_c	A	12	0	0	0.0
RN_TET2b_g	A	12	0	0	0.0
RN_RUNX1_c	A	13	0	18	0.0
RN_RUNX1_g	A	13	0	135	0.0
RN_SRSF2	A	13	0	33	0.0
RN_TET2a	A	13	1	58	0.01694628029147602
RN_TET2b_c	A	13	0	0	0.0
RN_TET2b_g	A	13	0	0	0.0
RN_RUNX1_c	A	14	0	0	0.0
RN_RUNX1_g	A	14	0	1	0.0
RN_SRSF2	A	14	2	17	0.10520778537611783
RN_TET2a	A	14	1	36	0.027019724398811132
RN_TET2b_c	A	14	0	0	0.0
RN_TET2b_g	A	14	0	0	0.0
RN_RUNX1_c	A	15	0	4	0.0
RN_RUNX1_g	A	15	0	5	0.0
RN_SRSF2	A	15	0	7	0.0
RN_TET2a	A	15	0	0	0.0
RN_TET2b_c	A	15	0	0	0.0
RN_TET2b_g	A	15	0	0	0.0
RN_RUNX1_c	A	16	0	40	0.0
RN_RUNX1_g	A	16	1	91	0.010868383871318334
RN_SRSF2	A	16	4	38	0.09521542489883361
RN_TET2a	A	16	1	50	0.019603999215840034
RN_TET2b_c	A	16	0	0	0.0
RN_TET2b_g	A	16	0	0	0.0
RN_RUNX1_c	A	17	4	66	0.0571346950435652
RN_RUNX1_g	A	17	2	142	0.013887924449690994
RN_SRSF2	A	17	0	42	0.0
RN_TET2a	A	17	3	48	0.0588119976475201
RN_TET2b_c	A	17	0	0	0.0
RN_TET2b_g	A	17	0	7	0.0
RN_RUNX1_c	A	18	0	121	0.0
RN_RUNX1_g	A	18	0	126	0.0
RN_SRSF2	A	18	0	52	0.0
RN_TET2a	A	18	6	51	0.10524469391334854
RN_TET2b_c	A	18	0	0	0.0
RN_TET2b_g	A	18	0	1	0.0
RN_RUNX1_c	A	19	0	13	0.0
RN_RUNX1_g	A	19	0	83	0.0
RN_SRSF2	A	19	0	26	0.0
RN_TET2a	A	19	16	54	0.2285387801742608
RN_TET2b_c	A	19	0	0	0.0
RN_TET2b_g	A	19	0	0	0.0
RN_RUNX1_c	A	2	0	36	0.0
RN_RUNX1_g	A	2	1	58	0.01694628029147602
RN_SRSF2	A	2	0	28	0.0
RN_TET2a	A	2	10	49	0.1694628029147602
RN_TET2b_c	A	2	0	0	0.0
RN_TET2b_g	A	2	0	0	0.0
RN_RUNX1_c	A	20	16	20	0.4443210219383505
RN_RUNX1_g	A	20	4	153	0.02547608432583912
RN_SRSF2	A	20	2	131	0.015036463423802722
