Amplicon	Letter	Number	MT	WT	Ratio
RN_RUNX1_c	A	1	0	0	0.0
RN_RUNX1_g	A	1	3	113	0.02585983966899405
RN_SRSF2	A	1	0	0	0.0
RN_TET2a	A	1	3	23	0.11534025374855823
RN_TET2b_c	A	1	0	0	0.0
RN_TET2b_g	A	1	1	0	0.9900990099009901
RN_RUNX1_c	A	10	0	0	0.0
RN_RUNX1_g	A	10	0	4	0.0
RN_SRSF2	A	10	0	1	0.0
RN_TET2a	A	10	0	0	0.0
RN_TET2b_c	A	10	0	0	0.0
RN_TET2b_g	A	10	0	0	0.0
RN_RUNX1_c	A	11	0	0	0.0
RN_RUNX1_g	A	11	0	1	0.0
RN_SRSF2	A	11	1	3	0.24937655860349128
RN_TET2a	A	11	0	1	0.0
RN_TET2b_c	A	11	0	0	0.0
RN_TET2b_g	A	11	0	0	0.0
RN_RUNX1_c	A	12	0	0	0.0
RN_RUNX1_g	A	12	5	130	0.03703429375601808
RN_SRSF2	A	12	0	1	0.0
RN_TET2a	A	12	0	571	0.0
RN_TET2b_c	A	12	0	0	0.0
RN_TET2b_g	A	12	31	15	0.6737665724842425
RN_RUNX1_c	A	13	0	1	0.0
RN_RUNX1_g	A	13	7	102	0.06421429226676452
RN_SRSF2	A	13	0	0	0.0
RN_TET2a	A	13	34	37	0.47880580199971834
RN_TET2b_c	A	13	0	0	0.0
RN_TET2b_g	A	13	3	0	0.9966777408637875
RN_RUNX1_c	A	14	0	0	0.0
RN_RUNX1_g	A	14	1	1	0.49751243781094534
RN_SRSF2	A	14	2	0	0.9950248756218907
RN_TET2a	A	14	0	4	0.0
RN_TET2b_c	A	14	0	0	0.0
RN_TET2b_g	A	14	0	0	0.0
RN_RUNX1_c	A	15	0	1	0.0
RN_RUNX1_g	A	15	0	5	0.0
RN_SRSF2	A	15	3	0	0.9966777408637875
RN_TET2a	A	15	0	2	0.0
RN_TET2b_c	A	15	0	0	0.0
RN_TET2b_g	A	15	0	0	0.0
RN_RUNX1_c	A	16	0	0	0.0
RN_RUNX1_g	A	16	8	223	0.03463053547465478
RN_SRSF2	A	16	0	10	0.0
RN_TET2a	A	16	27	65	0.293446364525595
RN_TET2b_c	A	16	0	0	0.0
RN_TET2b_g	A	16	0	0	0.0
RN_RUNX1_c	A	17	3	0	0.9966777408637875
RN_RUNX1_g	A	17	7	378	0.018181345939066517
RN_SRSF2	A	17	0	3	0.0
RN_TET2a	A	17	19	55	0.25672206458586677
RN_TET2b_c	A	17	0	0	0.0
RN_TET2b_g	A	17	0	2	0.0
RN_RUNX1_c	A	18	0	1	0.0
RN_RUNX1_g	A	18	4	5470	0.0007307257385353698
RN_SRSF2	A	18	0	3	0.0
RN_TET2a	A	18	0	61	0.0
RN_TET2b_c	A	18	0	0	0.0
RN_TET2b_g	A	18	0	0	0.0
RN_RUNX1_c	A	19	0	2	0.0
RN_RUNX1_g	A	19	4	1173	0.0033984418144280847
RN_SRSF2	A	19	0	1	0.0
RN_TET2a	A	19	26	25	0.5097039796118409
RN_TET2b_c	A	19	0	0	0.0
RN_TET2b_g	A	19	0	0	0.0
RN_RUNX1_c	A	2	0	1	0.0
RN_RUNX1_g	A	2	2	83	0.023526643924244205
RN_SRSF2	A	2	0	0	0.0
RN_TET2a	A	2	7	1370	0.005083477970385109
RN_TET2b_c	A	2	0	0	0.0
RN_TET2b_g	A	2	7	4	0.6357856494096277
RN_RUNX1_c	A	20	0	5	0.0
RN_RUNX1_g	A	20	50	3117	0.015787761958440293
RN_SRSF2	A	20	1	0	0.9900990099009901
RN_TET2a	A	20	16	89	0.15236644129130558
RN_TET2b_c	A	20	0	0	0.0
RN_TET2b_g	A	20	0	1	0.0
RN_RUNX1_c	A	21	0	3	0.0
RN_RUNX1_g	A	21	2	58	0.03332777870354941
RN_SRSF2	A	21	0	2	0.0
RN_TET2a	A	21	11	19	0.3665444851716094
RN_TET2b_c	A	21	0	0	0.0
RN_TET2b_g	A	21	0	0	0.0
RN_RUNX1_c	A	22	0	0	0.0
RN_RUNX1_g	A	22	3	187	0.01578864270301563
RN_SRSF2	A	22	5	2	0.7132667617689016
RN_TET2a	A	22	8	55	0.12696397397238535
RN_TET2b_c	A	22	0	0	0.0
RN_TET2b_g	A	22	2	1	0.6644518272425249
RN_RUNX1_c	A	23	0	4	0.0
RN_RUNX1_g	A	23	1434	5955	0.19407200694003662
RN_SRSF2	A	23	0	2	0.0
RN_TET2a	A	23	12	29	0.2926115581565472
RN_TET2b_c	A	23	0	0	0.0
RN_TET2b_g	A	23	0	0	0.0
RN_RUNX1_c	A	24	0	0	0.0
RN_RUNX1_g	A	24	5	55	0.08331944675887352
RN_SRSF2	A	24	1	0	0.9900990099009901
RN_TET2a	A	24	3	54	0.05262234695667427
RN_TET2b_c	A	24	0	0	0.0
RN_TET2b_g	A	24	0	0	0.0
RN_RUNX1_c	A	3	0	3	0.0
RN_RUNX1_g	A	3	14	325	0.041296716911005574
RN_SRSF2	A	3	0	4	0.0
RN_TET2a	A	3	7	35	0.16662699357295882
RN_TET2b_c	A	3	0	0	0.0
RN_TET2b_g	A	3	0	0	0.0
RN_RUNX1_c	A	4	0	3	0.0
RN_RUNX1_g	A	4	3	475	0.006276019330139537
RN_SRSF2	A	4	6	1	0.8559201141226819
RN_TET2a	A	4	11	19	0.3665444851716094
RN_TET2b_c	A	4	0	0	0.0
RN_TET2b_g	A	4	1	10	0.09082652134423251
RN_RUNX1_c	A	5	0	1	0.0
RN_RUNX1_g	A	5	1	1	0.49751243781094534
RN_SRSF2	A	5	0	0	0.0
RN_TET2a	A	5	1	2	0.33222591362126247
RN_TET2b_c	A	5	0	0	0.0
RN_TET2b_g	A	5	0	0	0.0
RN_RUNX1_c	A	6	0	1	0.0
RN_RUNX1_g	A	6	3	81	0.035710034519700035
RN_SRSF2	A	6	1	0	0.9900990099009901
RN_TET2a	A	6	32	45	0.4155304505908323
RN_TET2b_c	A	6	0	0	0.0
RN_TET2b_g	A	6	1	10	0.09082652134423251
RN_RUNX1_c	A	7	0	2	0.0
RN_RUNX1_g	A	7	1	48	0.020403999183840033
RN_SRSF2	A	7	2	0	0.9950248756218907
RN_TET2a	A	7	16	28	0.3635537377868666
RN_TET2b_c	A	7	0	0	0.0
RN_TET2b_g	A	7	0	7	0.0
RN_RUNX1_c	A	8	0	0	0.0
RN_RUNX1_g	A	8	6	117	0.04877652223396472
RN_SRSF2	A	8	1	2	0.33222591362126247
RN_TET2a	A	8	30	66	0.3124674513071555
RN_TET2b_c	A	8	0	0	0.0
RN_TET2b_g	A	8	0	3	0.0
RN_RUNX1_c	A	9	0	2	0.0
RN_RUNX1_g	A	9	0	90	0.0
RN_SRSF2	A	9	9	1	0.8991008991008991
RN_TET2a	A	9	1	31	0.031240237425804437
RN_TET2b_c	A	9	0	0	0.0
RN_TET2b_g	A	9	0	19	0.0
RN_RUNX1_c	B	1	0	0	0.0
RN_RUNX1_g	B	1	4	94	0.040812162024283234
RN_SRSF2	B	1	5	0	0.9980039920159681
RN_TET2a	B	1	8	68	0.1052493093014077
RN_TET2b_c	B	1	0	0	0.0
RN_TET2b_g	B	1	0	0	0.0
RN_RUNX1_c	B	10	0	1	0.0
RN_RUNX1_g	B	10	2	2	0.49875311720698257
RN_SRSF2	B	10	0	1	0.0
RN_TET2a	B	10	1	2	0.33222591362126247
RN_TET2b_c	B	10	0	0	0.0
RN_TET2b_g	B	10	0	0	0.0
RN_RUNX1_c	B	11	0	0	0.0
RN_RUNX1_g	B	11	1	6	0.14265335235378032
RN_SRSF2	B	11	4	8	0.33305578684429643
RN_TET2a	B	11	0	4	0.0
RN_TET2b_c	B	11	0	0	0.0
RN_TET2b_g	B	11	0	0	0.0
RN_RUNX1_c	B	12	0	43	0.0
RN_RUNX1_g	B	12	8	6714	0.0011901202170184215
RN_SRSF2	B	12	17	3	0.8495752123938031
RN_TET2a	B	12	14	67	0.17281817059622268
RN_TET2b_c	B	12	0	0	0.0
RN_TET2b_g	B	12	39	14	0.7357102433503113
RN_RUNX1_c	B	13	0	19	0.0
RN_RUNX1_g	B	13	8	109	0.06837022476711392
RN_SRSF2	B	13	10	8	0.555247084952804
RN_TET2a	B	13	76	127	0.37436579478843407
RN_TET2b_c	B	13	0	0	0.0
RN_TET2b_g	B	13	2	6	0.24968789013732834
RN_RUNX1_c	B	14	0	0	0.0
RN_RUNX1_g	B	14	0	2	0.0
RN_SRSF2	B	14	5	1	0.831946755407654
RN_TET2a	B	14	4	6	0.3996003996003996
RN_TET2b_c	B	14	0	0	0.0
RN_TET2b_g	B	14	0	0	0.0
RN_RUNX1_c	B	15	0	3	0.0
RN_RUNX1_g	B	15	1	8	0.11098779134295228
RN_SRSF2	B	15	8	1	0.8879023307436182
RN_TET2a	B	15	1	62	0.01587049674654817
RN_TET2b_c	B	15	0	0	0.0
RN_TET2b_g	B	15	0	0	0.0
RN_RUNX1_c	B	16	0	8	0.0
RN_RUNX1_g	B	16	9	3055	0.002937327228044295
RN_SRSF2	B	16	5	8	0.3843197540353574
RN_TET2a	B	16	63	8550	0.007314516063489999
RN_TET2b_c	B	16	0	0	0.0
RN_TET2b_g	B	16	0	0	0.0
RN_RUNX1_c	B	17	0	19	0.0
RN_RUNX1_g	B	17	10	400	0.024389649032950416
RN_SRSF2	B	17	10	5	0.6662225183211192
RN_TET2a	B	17	64	178	0.26445188215363
RN_TET2b_c	B	17	0	0	0.0
RN_TET2b_g	B	17	1	1	0.49751243781094534
RN_RUNX1_c	B	18	0	19	0.0
RN_RUNX1_g	B	18	6	84	0.06665926008221308
RN_SRSF2	B	18	11	19	0.3665444851716094
RN_TET2a	B	18	23	114	0.16787095832420992
RN_TET2b_c	B	18	0	0	0.0
RN_TET2b_g	B	18	85	0	0.9998823667803787
RN_RUNX1_c	B	19	0	10	0.0
RN_RUNX1_g	B	19	2	65	0.029846291598268914
RN_SRSF2	B	19	6	0	0.9983361064891847
RN_TET2a	B	19	51	44	0.5367856015156299
RN_TET2b_c	B	19	0	0	0.0
RN_TET2b_g	B	19	0	0	0.0
RN_RUNX1_c	B	2	0	4	0.0
RN_RUNX1_g	B	2	6	86	0.06521030322791001
RN_SRSF2	B	2	6	2	0.7490636704119851
RN_TET2a	B	2	26	55	0.32094803110727066
RN_TET2b_c	B	2	0	0	0.0
RN_TET2b_g	B	2	2	0	0.9950248756218907
RN_RUNX1_c	B	20	0	30	0.0
RN_RUNX1_g	B	20	74	334	0.18136810372294798
RN_SRSF2	B	20	5	3	0.6242197253433208
RN_TET2a	B	20	75	242	0.2365855966688748
RN_TET2b_c	B	20	0	0	0.0
RN_TET2b_g	B	20	0	0	0.0
RN_RUNX1_c	B	21	0	2	0.0
RN_RUNX1_g	B	21	3	62	0.046146746654360866
RN_SRSF2	B	21	1	3	0.24937655860349128
RN_TET2a	B	21	29	46	0.38661511798426873
RN_TET2b_c	B	21	0	0	0.0
RN_TET2b_g	B	21	1	0	0.9900990099009901
RN_RUNX1_c	B	22	0	15	0.0
RN_RUNX1_g	B	22	7	202	0.033491220515764794
RN_SRSF2	B	22	1246	235	0.8413177493737382
RN_TET2a	B	22	29	131	0.18123867258296358
RN_TET2b_c	B	22	0	0	0.0
RN_TET2b_g	B	22	5	1	0.831946755407654
RN_RUNX1_c	B	23	0	14	0.0
RN_RUNX1_g	B	23	4	111	0.03477958438396661
RN_SRSF2	B	23	3	0	0.9966777408637875
RN_TET2a	B	23	3106	76	0.9761125829271434
RN_TET2b_c	B	23	0	0	0.0
RN_TET2b_g	B	23	0	1	0.0
RN_RUNX1_c	B	24	0	24	0.0
RN_RUNX1_g	B	24	9	61	0.1285530638480217
RN_SRSF2	B	24	3	3	0.49916805324459235
RN_TET2a	B	24	22	135	0.14011846379211515
RN_TET2b_c	B	24	0	0	0.0
RN_TET2b_g	B	24	0	3	0.0
RN_RUNX1_c	B	3	0	3	0.0
RN_RUNX1_g	B	3	831	39	0.9551614349260353
RN_SRSF2	B	3	1	7	0.12484394506866417
RN_TET2a	B	3	16	63	0.2025060118972282
RN_TET2b_c	B	3	0	0	0.0
RN_TET2b_g	B	3	0	0	0.0
RN_RUNX1_c	B	4	0	6	0.0
RN_RUNX1_g	B	4	2	134	0.014704801117564887
RN_SRSF2	B	4	22	0	0.999545661063153
RN_TET2a	B	4	29	35	0.45305421027964377
RN_TET2b_c	B	4	0	0	0.0
RN_TET2b_g	B	4	3	13	0.1873828856964397
RN_RUNX1_c	B	5	0	1	0.0
RN_RUNX1_g	B	5	0	0	0.0
RN_SRSF2	B	5	3	1	0.7481296758104738
RN_TET2a	B	5	1	4	0.1996007984031936
RN_TET2b_c	B	5	0	0	0.0
RN_TET2b_g	B	5	0	0	0.0
RN_RUNX1_c	B	6	2	6	0.24968789013732834
RN_RUNX1_g	B	6	5	268	0.01831434745980001
RN_SRSF2	B	6	8	2	0.7992007992007992
RN_TET2a	B	6	91	99	0.47892216199147414
RN_TET2b_c	B	6	0	0	0.0
RN_TET2b_g	B	6	0	22	0.0
RN_RUNX1_c	B	7	0	5	0.0
RN_RUNX1_g	B	7	0	50	0.0
RN_SRSF2	B	7	3	2	0.5988023952095809
RN_TET2a	B	7	33	46	0.4176686495380331
RN_TET2b_c	B	7	0	0	0.0
RN_TET2b_g	B	7	1	11	0.08326394671107411
RN_RUNX1_c	B	8	0	11	0.0
RN_RUNX1_g	B	8	13	5594	0.0023185262733613813
RN_SRSF2	B	8	8	4	0.6661115736885929
RN_TET2a	B	8	58	175	0.24891635552122227
RN_TET2b_c	B	8	0	0	0.0
RN_TET2b_g	B	8	0	6	0.0
RN_RUNX1_c	B	9	0	18	0.0
RN_RUNX1_g	B	9	0	86	0.0
RN_SRSF2	B	9	14	5	0.7364544976328248
RN_TET2a	B	9	12	94	0.11319686821997924
RN_TET2b_c	B	9	0	0	0.0
RN_TET2b_g	B	9	0	21	0.0
RN_RUNX1_c	C	1	0	0	0.0
RN_RUNX1_g	C	1	0	148	0.0
