	FSC-A	FSC-W	FSC-H	SSC-A	SSC-W	SSC-H	CD34-PE	Lin-PE-Cy5	CD123-PE-Cy7	CD90-BV421	Zombie	CD45RA-FITC	IL1RAP-APC	CD38-APC-cy7	Time	Well	Plate	Plate_Well	CD34_pos	CD38_pos	CD38_neg	IL1RAP_pos	CD45RA_pos	CD45RA_neg	CD123_pos	CD123_neg	CD90_pos	CD90_neg	lsc	hsc	mpp	lmpp	cmp	gmp	mep	unassigned	celltype
220	158270.39	104471.055	99285.0	62232.84	87210.61	46766.0	663.81	1057.3	744.47003	853.0	4192.0	11172.54	1672.8	7028.8003	52448.5	I22	not_seq	not_seq_I22	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
221	138596.39	97666.195	93001.0	51538.8	85384.67	39558.0	487.23	442.54	862.19	172.0	2952.0	5581.92	1010.4	7343.2	52658.0	I23	not_seq	not_seq_I23	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
222	129376.8	95015.89	89236.0	37006.32	80696.29	30054.0	720.49005	361.88	701.96	304.0	2613.0	6275.31	607.2	4500.8003	52857.6	I24	not_seq	not_seq_I24	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
223	122498.09	97073.016	82701.0	41201.46	82506.15	32727.0	655.09	992.99005	664.9	725.0	3720.0	6229.2	1156.8	3270.4001	53089.2	J24	not_seq	not_seq_J24	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
224	137574.89	100412.164	89791.0	46089.992	89033.59	33926.0	858.92004	625.66003	705.23004	540.0	3673.0	3829.74	574.4	3214.4001	53298.2	J23	not_seq	not_seq_J23	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
225	97119.0	91006.19	69938.0	42304.62	79274.75	34973.0	560.26	648.55005	751.01	218.0	1968.0	176.61	276.80002	5077.6	53533.6	J22	not_seq	not_seq_J22	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
226	137739.6	98107.84	92010.0	43156.35	84381.37	33518.0	519.93	971.19	718.31	623.0	2160.0	8376.36	1357.6	4358.4	53775.0	J21	not_seq	not_seq_J21	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
227	127727.09	89326.77	93709.0	42795.3	75494.836	37150.0	745.56	1258.9501	1330.89	329.0	2911.0	6933.9	974.4	3797.6	54052.9	J20	not_seq	not_seq_J20	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
228	142345.8	103222.95	90375.0	42820.53	93387.234	30050.0	514.48004	832.76	790.25	667.0	3634.0	6866.91	1365.6	4564.8003	54235.1	J19	not_seq	not_seq_J19	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
229	151325.1	106713.89	92933.0	65977.32	88421.3	48901.0	808.78	1110.7101	1163.03	933.0	6259.0	8104.92	1040.0	6015.2	54465.0	J18	not_seq	not_seq_J18	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
230	224663.39	129846.375	113392.0	90446.94	106642.875	55583.0	731.39	1471.5	833.85004	510.0	5890.0	13882.59	2206.4001	8319.2	54685.3	J17	not_seq	not_seq_J17	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
231	126019.8	93023.734	88782.0	53707.71	77949.03	45155.0	1270.9401	1123.79	1965.27	468.0	3852.0	10281.66	1240.8	7287.2	54899.3	J16	not_seq	not_seq_J16	True	True	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
232	162444.6	103373.97	102985.0	74553.78	85248.93	57314.0	563.53	1269.8501	821.86005	803.0	4818.0	6469.32	1199.2001	2221.6	55127.1	J15	not_seq	not_seq_J15	True	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	False	True	unassigned
233	147783.6	106980.36	90532.0	47761.26	93096.24	33622.0	955.93005	505.76	2380.56	28.0	1723.0	234.9	530.4	6205.6	55323.5	J14	not_seq	not_seq_J14	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
234	130444.195	111659.87	76561.0	63153.3	100603.17	41140.0	684.52	853.47003	560.26	348.0	1835.0	420.21	2097.6	6833.6	55577.8	J13	not_seq	not_seq_J13	True	True	False	True	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
235	129211.195	102986.78	82224.0	53065.65	82492.3	42158.0	654.0	603.86005	870.91003	710.0	3078.0	6263.13	1028.0	5419.2	55802.5	J12	not_seq	not_seq_J12	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
236	111563.09	98086.914	74540.0	54379.35	88999.46	40043.0	921.05005	1131.42	640.92004	809.0	3410.0	410.64	563.2	7570.4	56051.5	J11	not_seq	not_seq_J11	True	True	False	False	False	True	True	False	True	False	False	False	False	False	True	False	False	False	CMP
237	118071.9	92048.44	84064.0	47216.64	76793.4	40295.0	421.83002	1214.26	353.16	422.0	2473.0	529.83	1039.2001	3739.2	56303.4	K11	not_seq	not_seq_K11	True	True	False	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	MEP
238	130619.695	98767.67	86671.0	65229.12	83632.12	51115.0	729.21	553.72003	519.93	773.0	3261.0	8760.03	1048.8	3303.2	56522.4	K10	not_seq	not_seq_K10	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
239	161312.39	105465.625	100239.0	58187.34	85300.66	44705.0	390.22	1248.05	728.12	264.0	3397.0	6390.15	1603.2001	5161.6	56721.0	K9	not_seq	not_seq_K9	True	True	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
240	171882.89	111560.81	100972.0	55367.67	87001.61	41707.0	364.06	1080.1901	1178.29	711.0	2962.0	6591.12	1584.8	6244.0	56908.4	K8	not_seq	not_seq_K8	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
241	151915.5	100227.87	99333.0	59091.27	86324.54	44861.0	797.88	840.39	487.23	305.0	2431.0	1314.57	514.4	1816.0	57128.0	K7	not_seq	not_seq_K7	True	False	True	False	False	True	True	False	False	True	False	False	True	False	False	False	False	False	MPP
242	133888.5	100633.27	87193.0	43887.15	84499.336	34038.0	721.58	515.57	451.26	415.0	2009.0	137.46	485.6	5544.8003	57355.2	K6	not_seq	not_seq_K6	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
243	130794.3	95813.19	89463.0	41242.35	80194.01	33704.0	708.5	-21.800001	870.91003	159.0	1068.0	65.25	298.4	3324.8	57554.5	K5	not_seq	not_seq_K5	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
244	175017.6	112619.44	101847.0	73749.9	92851.15	52054.0	846.93005	1299.28	703.05005	588.0	5467.0	7662.96	1488.0	4952.8003	57780.3	K4	not_seq	not_seq_K4	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
245	159819.3	111977.4	93536.0	41619.06	96369.52	28303.0	598.41003	478.51	522.11005	897.0	2560.0	261.87	950.4	7208.0	57996.9	K3	not_seq	not_seq_K3	True	True	False	False	False	True	True	False	True	False	False	False	False	False	True	False	False	False	CMP
246	141456.6	112526.555	82385.0	38839.41	100947.05	25215.0	408.75	739.02	630.02	405.0	1566.0	335.82	1061.6	8011.2	58212.8	K2	not_seq	not_seq_K2	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
247	155857.5	105414.85	96896.0	74833.92	86728.375	56548.0	559.17004	785.89	780.44	914.0	3372.0	8530.35	678.4	2867.2	58415.0	K1	not_seq	not_seq_K1	True	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	False	True	unassigned
248	106146.0	85960.875	80925.0	31270.41	74254.06	27599.0	360.79	965.74005	832.76	14.0	249.0	4942.47	1358.4	2639.2	58632.6	L1	not_seq	not_seq_L1	True	False	True	True	True	False	True	False	False	True	True	False	False	True	False	False	False	False	LMPP
249	124990.195	97095.414	84364.0	53459.76	80493.01	43526.0	917.78	623.48004	586.42004	467.0	1694.0	236.64	995.2	6780.0	58844.5	L2	not_seq	not_seq_L2	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
250	113071.5	92217.81	80356.0	40142.67	84252.69	31225.0	963.56006	391.31	489.41	373.0	2558.0	159.21	458.4	5248.8003	59078.8	L3	not_seq	not_seq_L3	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
251	138452.39	103840.88	87380.0	66675.06	88448.414	49403.0	584.24	1160.85	594.05	586.0	2432.0	6612.0	1960.8	3472.8	59290.6	L4	not_seq	not_seq_L4	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
252	123115.5	100079.35	80621.0	43291.2	85191.49	33303.0	826.22003	744.47003	711.77	602.0	1918.0	339.3	712.0	6280.0	59512.9	L5	not_seq	not_seq_L5	True	True	False	False	False	True	True	False	True	False	False	False	False	False	True	False	False	False	CMP
253	106035.3	89822.66	77365.0	49516.05	78965.42	41095.0	422.92	186.39	783.71	405.0	2735.0	507.21	820.0	8130.4	59800.0	L6	not_seq	not_seq_L6	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
254	138037.5	101295.81	89307.0	66501.06	93459.71	46632.0	559.17004	1082.37	550.45	707.0	3655.0	6005.61	1436.0	5768.8003	60012.5	L7	not_seq	not_seq_L7	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
255	98472.59	90542.4	71276.0	26726.4	78312.68	22366.0	441.45	459.98	530.83	35.0	1330.0	436.74	368.80002	2721.6	60260.0	L8	not_seq	not_seq_L8	True	False	True	False	False	True	True	False	False	True	False	False	True	False	False	False	False	False	MPP
256	102353.4	89777.72	74716.0	48302.4	80951.98	39104.0	1548.89	225.63	272.5	388.0	3678.0	1382.43	1365.6	3025.6	60464.7	L9	not_seq	not_seq_L9	True	True	False	True	False	True	False	True	False	True	False	False	False	False	False	False	True	False	MEP
257	131705.1	94859.164	90992.0	45029.46	80605.58	36611.0	356.43002	706.32	636.56	343.0	3605.0	3281.6401	1108.0	6771.2	60708.7	L10	not_seq	not_seq_L10	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
258	101020.5	97514.88	67892.0	33955.23	84550.7	26319.0	597.32	692.15	728.12	182.0	1698.0	1061.4	1020.8	3248.8	60943.3	L11	not_seq	not_seq_L11	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
259	140949.0	103664.516	89107.0	47140.082	94934.93	32542.0	465.43002	1048.5801	1665.52	857.0	4448.0	5363.55	1450.4	4425.6	61191.9	L12	not_seq	not_seq_L12	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
260	131961.6	103460.164	83590.0	68310.664	84429.836	53024.0	534.10004	864.37006	843.66003	821.0	5309.0	8816.58	1164.0	4948.8003	61422.2	K12	not_seq	not_seq_K12	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
261	207613.8	121781.664	111726.0	74251.89	95732.375	50831.0	972.28	1251.3201	1603.39	774.0	5468.0	9991.95	1306.4	7119.2	61749.7	K13	not_seq	not_seq_K13	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
262	216052.19	133068.9	106405.0	91307.37	104960.8	57011.0	517.75	1036.5901	883.99005	662.0	5742.0	9232.44	854.4	3508.0	61982.1	K14	not_seq	not_seq_K14	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
263	151036.2	101707.836	97321.0	80124.39	89053.37	58965.0	469.79	1646.99	717.22003	633.0	5867.0	9336.84	2034.4	4740.0	62194.5	K15	not_seq	not_seq_K15	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
264	149697.0	104898.66	93524.0	52230.45	93023.21	36797.0	784.80005	614.76	873.09	594.0	4039.0	9135.87	1950.4	7799.2	62400.1	K16	not_seq	not_seq_K16	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
265	160757.1	104165.24	101141.0	58306.53	92661.555	41238.0	549.36005	1086.73	886.17004	720.0	3647.0	7858.71	1199.2001	4893.6	62645.1	K17	not_seq	not_seq_K17	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
266	137132.1	102406.46	87759.0	38038.14	88999.2	28010.0	848.02	674.71	774.99005	600.0	2072.0	176.61	1160.0	5593.6	62900.7	K18	not_seq	not_seq_K18	True	True	False	False	False	True	True	False	True	False	False	False	False	False	True	False	False	False	CMP
267	169940.7	107931.484	103188.0	69084.09	87405.06	51799.0	654.0	958.11005	632.2	615.0	3634.0	7048.74	1099.2001	7787.2	63092.8	K19	not_seq	not_seq_K19	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
268	209847.6	124376.625	110572.0	68534.25	101140.8	44408.0	655.09	803.33	729.21	472.0	6054.0	8857.47	2148.8	6914.4	63282.1	K20	not_seq	not_seq_K20	True	True	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
269	114377.4	99693.28	75189.0	77850.21	81650.16	62486.0	1022.42004	1329.8	712.86005	740.0	3472.0	2061.9	1001.60004	3495.2	63492.1	K21	not_seq	not_seq_K21	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
270	115669.8	89794.43	84421.0	37729.29	77851.03	31761.0	883.99005	187.48001	503.58002	497.0	2050.0	370.62	296.0	1720.8	63735.4	K22	not_seq	not_seq_K22	True	False	True	False	False	True	True	False	False	True	False	False	True	False	False	False	False	False	MPP
271	86532.3	88885.45	63801.0	34980.96	82989.875	27624.0	1509.65	226.72	381.5	-111.0	342.0	1969.68	416.0	1751.2001	63951.1	K23	not_seq	not_seq_K23	True	False	True	False	True	False	False	True	False	True	False	False	False	True	False	False	False	False	LMPP
272	151164.0	102509.09	96642.0	45021.63	85169.805	34643.0	518.84	988.63	493.77002	463.0	2650.0	6663.33	999.2	3756.8	64157.3	K24	not_seq	not_seq_K24	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
273	113161.5	90162.695	82253.0	38294.79	79740.96	31473.0	1200.0901	1349.42	700.87	362.0	1854.0	174.0	1861.6	7992.0	64414.4	L24	not_seq	not_seq_L24	True	True	False	True	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
274	117336.59	95311.99	80680.0	40739.49	82236.91	32466.0	346.62003	287.76	672.53	364.0	2734.0	4221.24	656.0	2930.4001	64653.9	L23	not_seq	not_seq_L23	True	False	True	False	True	False	True	False	False	True	False	False	False	True	False	False	False	False	LMPP
275	128132.09	96613.56	86916.0	44610.992	80776.54	36194.0	627.84	1088.91	368.42	527.0	1891.0	284.49	528.8	1593.6	64871.4	L22	not_seq	not_seq_L22	True	False	True	False	False	True	False	True	True	False	False	True	False	False	False	False	False	False	HSC
276	146476.8	99832.6	96156.0	39148.26	88914.24	28855.0	594.05	135.16	675.80005	517.0	3515.0	7571.61	856.8	4876.0	65063.3	L21	not_seq	not_seq_L21	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
277	157963.5	99191.27	104367.0	63451.71	82549.96	50374.0	1256.77	669.26	573.34	249.0	2652.0	424.56	944.8	3828.8	65305.7	L20	not_seq	not_seq_L20	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
278	132345.89	93893.59	92375.0	45743.73	78482.16	38198.0	486.14	797.88	995.17004	344.0	1442.0	296.67	1655.2001	7496.8003	65554.1	L19	not_seq	not_seq_L19	True	True	False	True	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
279	143337.6	100618.81	93360.0	56140.23	82658.37	44511.0	672.53	844.75	681.25	614.0	2700.0	3748.83	1087.2001	2175.2	65764.0	L18	not_seq	not_seq_L18	True	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	False	True	unassigned
280	160600.5	105941.89	99348.0	52206.96	89283.56	38321.0	585.33	698.69	1014.79004	493.0	3097.0	5386.17	1188.0	7339.2	66016.0	L17	not_seq	not_seq_L17	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
281	104801.4	97365.56	70541.0	32905.14	80537.48	26776.0	673.62	1045.31	562.44	433.0	2514.0	3084.15	965.60004	3536.8	66239.4	L16	not_seq	not_seq_L16	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
282	146933.1	99995.92	96298.0	64480.92	80459.664	52521.0	712.86005	591.87	874.18005	313.0	2984.0	4887.66	1704.8	6143.2	66470.7	L15	not_seq	not_seq_L15	True	True	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
283	142483.5	101847.63	91684.0	36974.13	90193.42	26866.0	622.39	500.31003	455.62003	735.0	384.0	3984.6	669.60004	2891.2	66773.2	L14	not_seq	not_seq_L14	True	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	False	True	unassigned
284	168190.2	109903.12	100293.0	59828.16	87299.85	44913.0	1046.4	515.57	297.57	345.0	2376.0	287.1	315.2	1819.2001	67007.0	L13	not_seq	not_seq_L13	True	False	True	False	False	True	False	True	False	True	False	False	True	False	False	False	False	False	MPP
285	122998.5	98138.84	82137.0	38542.74	94881.555	26622.0	427.28	869.82	507.94	756.0	3575.0	2884.05	620.8	3699.2	67243.7	M13	not_seq	not_seq_M13	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
286	142109.1	97250.195	95766.0	54520.29	81995.64	43576.0	613.67004	950.48004	594.05	65.0	3110.0	5367.0303	2150.4001	4610.4	67436.6	M12	not_seq	not_seq_M12	True	True	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
287	123417.9	98040.195	82500.0	41369.37	82329.2	32931.0	519.93	1325.4401	709.59	139.0	3218.0	3244.23	1715.2001	4877.6	67684.2	M11	not_seq	not_seq_M11	True	True	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
288	180673.19	123539.03	95845.0	57820.2	101600.836	37296.0	1021.33	1217.53	1123.79	1227.0	2855.0	366.27	1393.6	8392.8	67898.3	M10	not_seq	not_seq_M10	True	True	False	True	False	True	True	False	True	False	False	False	False	False	True	False	False	False	CMP
289	146384.1	102007.82	94046.0	69195.45	88054.234	51500.0	684.52	1313.4501	1120.52	705.0	9183.0	4457.0103	1561.6	6112.8003	68087.8	M9	not_seq	not_seq_M9	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
290	135371.7	95137.05	93252.0	44635.35	83771.66	34919.0	1206.63	1281.8401	958.11005	260.0	2673.0	7502.0103	908.0	3325.6	68367.3	M8	not_seq	not_seq_M8	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
291	138969.0	100167.97	90922.0	36368.61	82009.88	29063.0	556.99	439.27002	679.07	53.0	2289.0	5272.2	814.4	4301.6	68638.2	M7	not_seq	not_seq_M7	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
292	152721.89	100262.27	99826.0	60538.95	83078.164	47756.0	851.29004	-41.420002	1014.79004	664.0	5117.0	8722.62	1424.8	8243.2	68857.9	M6	not_seq	not_seq_M6	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
293	128106.0	92490.586	90772.0	49018.41	80452.555	39930.0	976.64	263.78	689.97003	418.0	1417.0	240.12	562.4	3040.8	69113.1	M5	not_seq	not_seq_M5	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
294	143288.1	102226.52	91860.0	38108.61	92695.164	26943.0	392.40002	574.43	1169.5701	157.0	3714.0	6648.54	800.8	4735.2	69306.0	M4	not_seq	not_seq_M4	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
295	126026.09	94775.914	87145.0	39620.67	80797.23	32137.0	554.81	1007.16003	1504.2001	264.0	2740.0	6471.06	1226.4	4526.4	69528.2	M3	not_seq	not_seq_M3	True	True	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
296	164230.2	109108.32	98645.0	57110.28	90139.67	41522.0	740.11005	1183.74	1118.3401	837.0	3373.0	8305.0205	1442.4	6148.8003	69752.0	M2	not_seq	not_seq_M2	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
297	201635.1	118196.41	111800.0	99253.08	101484.516	64095.0	1293.8301	1328.7101	505.76	1240.0	4635.0	7338.45	2359.2	5482.4	70006.6	M1	not_seq	not_seq_M1	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
298	109241.09	89731.45	79785.0	44003.73	75276.125	38310.0	600.59	283.4	728.12	65.0	3403.0	444.57	168.8	4000.0	70202.7	N1	not_seq	not_seq_N1	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
299	140961.6	98402.84	93880.0	41566.86	80928.25	33661.0	492.68002	861.10004	487.23	399.0	2582.0	3830.61	592.8	4596.8003	70424.8	N2	not_seq	not_seq_N2	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
300	126466.195	98845.414	83849.0	39892.11	86231.586	30318.0	1338.52	521.02	538.46	528.0	1523.0	305.37	1262.4	6668.0	70685.9	N3	not_seq	not_seq_N3	True	True	False	True	False	True	True	False	True	False	False	False	False	False	True	False	False	False	CMP
301	127614.59	100695.31	83056.0	34589.46	83432.27	27170.0	560.26	345.53	749.92004	322.0	1280.0	108.75	1028.0	6162.4	70895.5	N4	not_seq	not_seq_N4	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
302	199702.8	126275.74	103644.0	90103.29	99118.914	59575.0	491.59003	1312.36	669.26	747.0	3751.0	5752.44	1279.2001	5160.0	71134.0	N5	not_seq	not_seq_N5	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
303	149260.5	104654.336	93469.0	70861.5	85715.484	54179.0	777.17004	438.18002	565.71	288.0	2170.0	287.97	1141.6	7528.0	71351.1	N6	not_seq	not_seq_N6	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
304	148103.1	102211.28	94961.0	52870.77	84110.67	41195.0	494.86002	405.48	837.12	268.0	3807.0	6712.92	603.2	3831.2	71620.8	N7	not_seq	not_seq_N7	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
305	146776.5	95988.914	100211.0	45795.93	81716.45	36728.0	436.0	1222.98	765.18005	256.0	3201.0	5598.45	1738.4	5568.8003	71839.6	N8	not_seq	not_seq_N8	True	True	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
306	129006.9	96132.87	87947.0	46294.44	94680.836	32044.0	905.79004	424.01	659.45	234.0	2358.0	1034.43	843.2	2984.8	72027.0	N9	not_seq	not_seq_N9	True	False	True	False	False	True	True	False	False	True	False	False	True	False	False	False	False	False	MPP
307	172459.8	115809.64	97594.0	49691.79	94042.59	34629.0	481.78003	977.73004	909.06	690.0	4009.0	10489.59	1556.8	5200.8003	72221.3	N10	not_seq	not_seq_N10	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
308	140725.8	97973.164	94134.0	44801.52	83953.695	34973.0	337.90002	383.68002	511.21002	331.0	3115.0	6042.15	693.60004	3085.6	72453.4	N11	not_seq	not_seq_N11	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
309	130607.09	96743.375	88476.0	61391.55	82861.84	48555.0	720.49005	313.92	221.27	141.0	2945.0	4323.03	544.0	1141.6	72665.5	N12	not_seq	not_seq_N12	True	False	True	False	True	False	False	True	False	True	False	False	False	True	False	False	False	False	LMPP
310	179352.0	110735.44	106145.0	69636.54	88663.74	51472.0	1054.03	1472.5901	1639.3601	645.0	4675.0	4740.63	1528.0	9844.0	72911.7	N13	not_seq	not_seq_N13	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
311	119557.8	93162.516	84104.0	37485.69	77759.71	31593.0	6146.5103	976.64	336.81	266.0	3713.0	770.82	380.80002	2050.4001	73195.2	N14	not_seq	not_seq_N14	True	False	True	False	False	True	False	True	False	True	False	False	True	False	False	False	False	False	MPP
312	132174.89	91662.664	94501.0	42972.78	78486.82	35882.0	451.26	513.39	741.2	56.0	3301.0	6371.88	1459.2001	6869.6	73417.0	M14	not_seq	not_seq_M14	True	True	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
313	131488.2	99072.32	86979.0	51389.16	86286.28	39031.0	573.34	246.34001	698.69	594.0	2972.0	4749.33	599.2	2932.0	73626.6	M15	not_seq	not_seq_M15	True	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	False	True	unassigned
314	175082.39	106102.11	108143.0	71485.29	81841.625	57243.0	839.30005	1154.31	671.44	860.0	3750.0	482.85	705.60004	2351.2	73892.8	M16	not_seq	not_seq_M16	True	False	True	False	False	True	True	False	True	False	False	True	False	False	False	False	False	False	HSC
315	120395.695	93339.32	84533.0	38661.06	80990.0	31284.0	769.54004	158.05	128.62001	80.0	2254.0	200.1	-10.400001	219.2	74109.5	M17	not_seq	not_seq_M17	True	False	True	False	False	True	False	True	False	True	False	False	True	False	False	False	False	False	MPP
316	135979.2	97768.85	91149.0	41551.2	82849.56	32868.0	1049.67	1093.27	622.39	121.0	2708.0	396.72	1028.0	4007.2	74326.2	M18	not_seq	not_seq_M18	True	True	False	False	False	True	True	False	False	True	False	False	False	False	True	False	False	False	CMP
317	149433.3	103009.96	95071.0	45074.7	92045.48	32093.0	1365.77	832.76	939.58	913.0	2634.0	259.26	1707.2001	10859.2	74517.4	M19	not_seq	not_seq_M19	True	True	False	True	False	True	True	False	True	False	False	False	False	False	True	False	False	False	CMP
318	114768.0	92184.625	81591.0	40923.06	77474.46	34617.0	713.95	1099.81	413.11002	67.0	5070.0	278.4	911.2	2241.6	74772.3	M20	not_seq	not_seq_M20	True	False	True	False	False	True	True	False	False	True	False	False	True	False	False	False	False	False	MPP
319	137093.39	103264.79	87005.0	48319.8	87085.4	36363.0	502.49002	459.98	691.06	830.0	3637.0	6425.82	275.2	3646.4001	74997.0	M21	not_seq	not_seq_M21	True	True	False	False	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
320	130113.9	95638.67	89160.0	46498.89	80994.88	37624.0	892.71	780.44	486.14	519.0	3061.0	6772.95	1230.4	4285.6	75230.8	M22	not_seq	not_seq_M22	True	True	False	True	True	False	True	False	True	False	False	False	False	False	False	True	False	False	GMP
321	108649.8	94383.4	75442.0	37155.96	81540.805	29863.0	540.64	919.96	671.44	461.0	2120.0	1988.8201	769.60004	3348.0	75451.0	M23	not_seq	not_seq_M23	True	True	False	False	True	False	True	False	False	True	False	False	False	False	False	True	False	False	GMP
322	195894.0	119633.49	107312.0	73592.43	96099.664	50187.0	401.12003	1474.77	1009.34	543.0	4578.0	300.15	2738.4001	13718.4	75718.1	M24	not_seq	not_seq_M24	True	True	False	True	False	True	True	False	True	False	False	False	False	False	True	False	False	False	CMP
323	126463.5	90273.41	91809.0	47192.28	80022.59	38649.0	620.21	396.76	207.1	658.0	2497.0	186.18001	408.0	1927.2001	75977.1	N24	not_seq	not_seq_N24	True	False	True	False	False	True	False	True	True	False	False	True	False	False	False	False	False	False	HSC
324	121999.5	99645.55	80238.0	56472.57	85417.89	43328.0	346.62003	609.31	563.53	1125.0	3068.0	4194.27	912.8	1939.2001	76182.9	N23	not_seq	not_seq_N23	True	False	True	False	True	False	True	False	True	False	False	False	False	False	False	False	False	True	unassigned
